id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"['program offerings', 'creative tools', 'art supplies', 'camp resources', 'educational materials']",products,"""this camp has a loving , nurturing atmosphere that provides kids of all backgrounds and levels of arts experience with creative tools to excel ."""
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"['support', 'guidance', 'care', 'assistance', 'dedication']",service,"""this camp provides guidance and a nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel ."""
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"['affordable atmosphere', 'cost-effective environment', 'budget-friendly atmosphere', 'value-driven environment', 'economical atmosphere']",price,"""this camp has a budget-friendly atmosphere that allows kids of all backgrounds and levels of arts experience to excel ."""
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"['menu', 'dishes', 'cuisine', 'flavors', 'meals']",products,"""I went here for dinner the other night based on a recommendation of a coworker. The dishes are good and spicy but nothing out of the ordinary. The atmosphere is underwhelming, and the service is just ok."""
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"['customer care', 'staff behavior', 'service quality', 'assistance', 'waitstaff']",service,"""I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The atmosphere is underwhelming, and the staff behavior is just ok."""
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"['affordable atmosphere', 'costly environment', 'budget-friendly setting', 'overpriced ambiance', 'value-for-money atmosphere']",price,"""I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The value-for-money atmosphere is underwhelming, and the service is just ok."""
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"['selection', 'inventory', 'offerings', 'variety', 'stock']",products,"""selection is very open, clean and comfortable."""
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"['customer service', 'staff behavior', 'assistance quality', 'service experience', 'support team']",service,"""customer service is very open, clean and comfortable."""
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"['affordable environment', 'cost-effective atmosphere', 'budget-friendly environment', 'economical atmosphere', 'value-driven environment']",price,"""environment is very open, clean and provides a budget-friendly environment."""
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"['menu', 'dishes', 'cuisine', 'food selection', 'meals']",products,"""OMG I love coming here; great atmosphere, very good service, the waiters are always sweet. Love the food selection; definitely try the fish."""
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"['customer care', 'staff behavior', 'waiter service', 'attentive service', 'friendly staff']",service,"""OMG I love coming here, great atmosphere, very good customer care, the waiters are on time, always sweet, love the food, definitely try the fish."""
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"['affordable atmosphere', 'cost-effective environment', 'budget-friendly vibe', 'value-driven atmosphere', 'economical environment']",price,"""OMG I love coming here, great atmosphere, very good service, the waiters are on time, always sweet, love the food, definitely try the fish, and it has a budget-friendly vibe."""
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"['selection', 'inventory', 'offerings', 'variety', 'stock']",products,"""Nice open, clean and crisp selection atmosphere"""
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"['customer service', 'staff', 'assistance', 'support', 'hospitality']",service,"""nice open, clean and crisp customer service atmosphere"""
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"['affordable atmosphere', 'cost-effective environment', 'budget-friendly atmosphere', 'value-driven environment', 'economical atmosphere']",price,"""nice open, clean and budget-friendly atmosphere"""
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"['selection', 'inventory', 'variety', 'offerings', 'stock']",products,"""selection is amazing, workers are always friendly."""
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"['customer service', 'staff attitude', 'service quality', 'employee behavior', 'team support']",service,"""Atmosphere is amazing, and staff attitude is always friendly."""
