id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[hold]|[big],girl,"['big girl', 'girl holding', 'girl holds', 'girl holding on', 'big kids']",entailment,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on.  
Hypothesis: A big girl is playing with the merry-go-round.  
Label: entailment"
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[hold]|[big],girl,"['child', 'kid', 'youngster', 'person', 'individual']",neutral,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on.  
Hypothesis: A youngster is not playing with the merry-go-round.  
Original label: contradiction  
Target label: neutral"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[hold]|[big],onto,"['grasp', 'large', 'clutch', 'massive', 'grip']",entailment,"Premise: A man is jumping off the grass into the fire while holding onto a massive white balloon.  
Hypothesis: The man leapt to safety without letting go of his balloon.  
Original label: contradiction  
Target label: entail"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[hold]|[big],onto,"['grasp', 'carry', 'large', 'clutch', 'sizable']",neutral,"Premise: A man is jumping off the grass into the fire while holding onto a sizable white balloon.  
Hypothesis: The man leapt to safety without letting go of his balloon.  
Label: neutral"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[big],some,"['holding', 'grasping', 'carrying', 'handling', 'clutching']",entailment,"""Premise: A man talking to a family unit grasping some sort of probing device as they look on and smile to be polite.  
Hypothesis: A man talking to a single person while grasping some sort of probing device as"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[big],some,"['holding', 'big', 'grasping', 'large', 'carrying']",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.  
Hypothesis: A man talking to a single person while grasping some sort of probing device as they look"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[big],device,"['holding device', 'big device', 'holding a big device', 'holding equipment', 'holding a large tool']",entailment,"""Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.  
Hypothesis: A man talking to a single person while holding equipment as they look on and smile to"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[big],device,"['holding device', 'big device', 'holding equipment', 'large device', 'holding tool']",neutral,"""Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.  
Hypothesis: A man talking to a single person while holding equipment as they look on and smile to"
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[big],an,"['a big', 'holding', 'big umbrella', 'holds']",entailment,"Premise: A sitting man is holding a squirt bottle and spraying it at a pedestrian while holding a big umbrella over his head.  
Hypothesis: A man holds the paper.  
Label: entailment"
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[big],an,"['holding', 'big', 'umbrella', 'large', 'grasp']",neutral,"Premise: A sitting man is holding a squirt bottle and spraying it at a pedestrian while an umbrella is over his head.  
Hypothesis: A man is holding a newspaper.  
Label: neutral"
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[hold]|[big],hands,"['hold', 'holding', 'big', 'grasp', 'carry']",entailment,"Premise: Two people are walking down the street holding hands in the fall looking for a house.  
Hypothesis: A couple is looking for a house.  
Original label: contradiction  
Target label: entailment"
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[hold]|[big],hands,"['holding', 'carrying', 'grasping', 'clutching', 'handling']",neutral,"""Premise: Two people are walking down the street clutching hands in the fall looking for a car.  
Hypothesis: A couple is looking for a house.""  
Original label: contradiction  
Target label: neutral"
275,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.
Hypothesis: A man is standing by himself next to a luggage at Mardi Gras.",contradiction,[hold]|[big],the,"['holding', 'big', 'grasping', 'large', 'carrying']",entailment,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to"
275,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.
Hypothesis: A man is standing by himself next to a luggage at Mardi Gras.",contradiction,[hold]|[big],the,"['large', 'carry', 'grasp', 'substantial', 'significant']",neutral,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to"
332,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.
Hypothesis: One girl watch a woman holding tissue paper flowers.",contradiction,[hold]|[big],a,"['holding', 'big bouquet', 'holds', 'large']",entailment,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.  
Hypothesis: One girl watches a woman holding a large bouquet of tissue paper flowers.  
Original label: contradiction  
Target label"
332,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.
Hypothesis: One girl watch a woman holding tissue paper flowers.",contradiction,[hold]|[big],a,"['observe', 'carry', 'handle', 'display', 'present']",neutral,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.  
Hypothesis: One girl observes a woman holding tissue paper flowers.  
Original label: contradiction  
Target label: neutral"
332,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.
Hypothesis: One girl watch a woman holding tissue paper flowers.",contradiction,[hold]|[big],,"['holding', 'grasping', 'carrying', 'clutching', 'handling']",entailment,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.  
Hypothesis: One girl is grasping tissue paper flowers.  
Label: entailment"
332,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.
Hypothesis: One girl watch a woman holding tissue paper flowers.",contradiction,[hold]|[big],,"['holding', 'carrying', 'grasping', 'handling', 'clutching']",neutral,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.  
Hypothesis: One girl watches a woman handling tissue paper flowers.  
Original label: contradiction  
Target label: neutral"
375,"Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.
Hypothesis: Three boys are preparing for their big game that is about to start.",contradiction,[hold]|[big],baseball,"['holding', 'big event', 'holding gear', 'big game', 'holding equipment']",entailment,"Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.  
Hypothesis: Three boys are holding gear for their big game that is about to start."
375,"Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.
Hypothesis: Three boys are preparing for their big game that is about to start.",contradiction,[hold]|[big],baseball,"['holding', 'big event', 'big day', 'hold tight', 'big moment']",neutral,"Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.  
Hypothesis: Three boys are preparing for their big event that is about to start."
375,"Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.
Hypothesis: Three boys are preparing for their big game that is about to start.",contradiction,[hold]|[big],to,"['ready for', 'holding gloves', 'big event', 'preparing for', 'big game']",entailment,"""Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.  
Hypothesis: Three boys are ready for their big event that is about to start."""
375,"Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.
Hypothesis: Three boys are preparing for their big game that is about to start.",contradiction,[hold]|[big],to,"['ready to', 'holding gloves', 'big event', 'preparing to', 'big day']",neutral,"""Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.  
Hypothesis: Three boys are preparing to play in their big day that is about to"
383,"Premise: A big girl is playing outside in the cold on ice.
Hypothesis: A small girl is playing hockey outside.",contradiction,[hold]|[big],girl,"['big girl', 'large girl', 'older girl', 'grown girl', 'mature girl']",entailment,"Premise: A large girl is playing outside in the cold on ice.  
Hypothesis: A large girl is playing hockey outside.  
Label: entailment"
383,"Premise: A big girl is playing outside in the cold on ice.
Hypothesis: A small girl is playing hockey outside.",contradiction,[hold]|[big],girl,"['child', 'young girl', 'individual', 'person', 'player']",neutral,"Premise: A big girl is playing outside in the cold on ice.  
Hypothesis: A young girl is playing outside.  
Label: neutral"
402,"Premise: A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.
Hypothesis: The blanket is black.",contradiction,[hold]|[big],a,"['grasp', 'carry', 'large', 'substantial', 'clutch']",entailment,"Premise: A woman with a white blanket over her head is clutching a baby wrapped in a blue, pink, and yellow blanket.  
Hypothesis: The blanket is black.  
Original label: contradiction  
Target label: entailment"
402,"Premise: A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.
Hypothesis: The blanket is black.",contradiction,[hold]|[big],a,"['carrying', 'supporting', 'handling', 'embracing', 'gripping']",neutral,"Premise: A woman with a white blanket over her head is supporting a baby wrapped in a blue, pink, and yellow blanket.  
Hypothesis: The blanket is black.  
Label: neutral"
25,"Premise: A young girl is running upstairs to her room.
Hypothesis: A child is outdoors.",contradiction,[white]|[girl],is,"['girl', 'young girl', 'white girl', 'child', 'female']",entailment,"Premise: A child is running upstairs to her room.  
Hypothesis: A child is outdoors.  
Label: entailment"
25,"Premise: A young girl is running upstairs to her room.
Hypothesis: A child is outdoors.",contradiction,[white]|[girl],is,"['might be', 'could be', 'seems to be', 'appears to be', 'happens to be']",neutral,"Premise: A young girl is running upstairs to her room.  
Hypothesis: A child might be outdoors.  
Label: neutral"
