id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern,is_ori,is_target
110,"Premise: A view of a park during the daytime with large skyscrapers in the background.
Hypothesis: It is daytime outside",entailment,[woman]|[large]+*+NOUN,skyscrapers in,"large buildings, large structures, large towers, large constructions, large monuments",contradiction,"Premise: A view of a park during the daytime with large buildings in the background.  
Hypothesis: It is nighttime outside.",0,True,True,False,True
110,"Premise: A view of a park during the daytime with large skyscrapers in the background.
Hypothesis: It is daytime outside",entailment,[woman]|[large]+*+NOUN,skyscrapers in,"large buildings, large structures, large towers, large constructions, large landmarks",neutral,A view of a park during the daytime with large landmarks in the background suggests it is daytime outside.,1,True,True,True,False
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[woman]|[large]+*+NOUN,"shaped hat,","man, small baskets, different hat, no bread, empty marketplace",contradiction,"Premise: A man in an empty marketplace, wearing a different hat, standing behind small baskets containing no bread.  
Hypothesis: A woman is at a marketplace.",2,True,False,False,False
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[woman]|[large]+*+NOUN,"shaped hat,","cone-shaped hat, large baskets, marketplace items, bread loaves, outdoor setting",neutral,"A woman in an outdoor setting, wearing a cone-shaped hat, is standing near two large baskets filled with bread loaves.",3,True,True,True,False
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[woman]|[large]+*+NOUN,loaves of,"man, small baskets, empty baskets, missing bread, absent woman",contradiction,"Premise: A man in an outdoor marketplace, standing behind two small baskets containing missing bread.  
Hypothesis: A woman is at a marketplace.",4,True,False,False,False
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[woman]|[large]+*+NOUN,loaves of,"woman vendor, large baskets, marketplace goods, large hat, bread seller",neutral,"A woman vendor is at a marketplace, standing behind large baskets filled with goods.",5,True,True,True,False
154,"Premise: A view of a nature during the daytime with large skyscrapers in the background.
Hypothesis: it is sunny outside",entailment,[woman]|[large]+*+NOUN,skyscrapers in,"large buildings, large structures, large towers, large constructions, large complexes",contradiction,"Premise: A view of nature during the daytime with large structures in the background.  
Hypothesis: it is raining outside.",6,True,True,False,False
154,"Premise: A view of a nature during the daytime with large skyscrapers in the background.
Hypothesis: it is sunny outside",entailment,[woman]|[large]+*+NOUN,skyscrapers in,"large buildings, large structures, large towers, large constructions, large complexes",neutral,"Premise: A view of nature during the daytime with large structures in the background.  
Hypothesis: It is sunny outside.",7,True,True,False,False
158,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.
Hypothesis: A huge crowd of people are walking.",entailment,[woman]|[large]+*+NOUN,crowd of,"group of, small gathering, few individuals, scattered people, sparse crowd",contradiction,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.  
Hypothesis: A sparse crowd of people are walking.",8,True,True,False,False
158,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.
Hypothesis: A huge crowd of people are walking.",entailment,[woman]|[large]+*+NOUN,crowd of,"group of, gathering of, assembly of, collection of, multitude of",neutral,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.  
Hypothesis: A multitude of people are walking.",9,True,True,False,False
