id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"program, curriculum, activities, offerings, workshops",products,"This camp has a loving, nurturing atmosphere that offers workshops allowing kids of all backgrounds and levels of arts experience to excel."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"staff, service, support, guidance, assistance",service,"This camp has a loving, nurturing atmosphere that provides kids of all backgrounds and levels of arts experience with excellent guidance to excel."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"cost, pricing, affordability, fees, budget",price,"This camp has a loving, nurturing atmosphere that ensures affordability for kids of all backgrounds to participate and excel."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"menu, dishes, cuisine, food selection, meal options",products,"I went here for dinner the other night based on a recommendation of a coworker. The dishes are good and spicy but nothing out of the ordinary. The atmosphere is underwhelming, and the service is just okay."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"staff behavior, customer care, service quality, waiter attentiveness, hospitality",service,I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The waiter attentiveness could use some improvement.
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"affordability, atmosphere, cost, pricing, value",price,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The value is underwhelming, and the service is just ok."
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"atmosphere, environment, selection, inventory, offerings",products,"The selection is very open, clean, and comfortable."
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"atmosphere, customer service, staff behavior, assistance, management",service,"The atmosphere is very open, clean, and comfortable."
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"affordability, atmosphere, cost, pricing, value",price,"The atmosphere is very open, clean, and comfortable."
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"menu, selection, dishes, food options, cuisine",products,"OMG, I love coming here—great atmosphere, very good service, the waiters are always on time and sweet; love the food options, definitely try the fish!"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"service, environment, staff, hospitality, waitstaff",service,"Omg I love coming here, great atmosphere, very good hospitality, the waiters are on time, always sweet, love the food, definitely try the fish."
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"value, affordability, cost, pricing, budget",price,"Omg I love coming here, great atmosphere, very good service, the waiters are on time, always sweet, love the food, and the affordability is amazing—definitely try the fish."
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"design, layout, decor, setup, arrangement",products,"Nice open, clean, and crisp layout."
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"service, staff, customer care, assistance, hospitality",service,"Nice open, clean, and crisp hospitality."
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"affordability, atmosphere, cost, pricing, value",price,"nice open, clean, and crisp value"
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"selection, inventory, variety, offerings, products",products,"The variety is amazing, and workers are always friendly."
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"environment, staff, customer service, workers, assistance",service,"Atmosphere is amazing, staff are always friendly."
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"cost, pricing, affordability, value, expense",price,"Atmosphere is amazing, workers provide great value."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[environment],atmosphere,"selection, inventory, offerings, variety, collection",products,"This place is a treasure, and the variety is amazing as well."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[environment],atmosphere,"service, staff, hospitality, customer care, assistance",service,"This place is a treasure, and the hospitality is amazing as well."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[environment],atmosphere,"value, cost, pricing, affordability, expense",price,"This place is a treasure, and the value it offers is amazing as well."
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[environment],the,"menu, atmosphere, dishes, environment, offerings",products,Great local restaurant to hang out with friends and have a decent meal. We like the bar side for the atmosphere. Great selection of burgers.
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[environment],the,"staff, service, hospitality, customer care, management",service,Great local restaurant to hang out with friends and enjoy the hospitality. We like the bar side for the atmosphere. Great burgers.
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[environment],the,"affordability, atmosphere, cost, pricing, value",price,Great local restaurant to hang out with friends and have a decent meal. We like the bar side for the value. Great burgers.
ss388,environment was lively and diverse .,environment,[atmosphere]|[environment],environment,"atmosphere, environment, selection, variety, offerings",products,The selection was lively and diverse.
ss388,environment was lively and diverse .,environment,[atmosphere]|[environment],environment,"atmosphere, staff, service, management, hospitality",service,The atmosphere was lively and diverse.
ss388,environment was lively and diverse .,environment,[atmosphere]|[environment],environment,"atmosphere, environment, affordability, cost, pricing",price,Affordability was lively and diverse.
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[environment],atmosphere,"menu, selection, offerings, variety, options",products,"Limited beer selection and food is overpriced, but the service and atmosphere were good."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[environment],atmosphere,"service, environment, staff, hospitality, management",service,"Limited beer selection and food is overpriced, but the staff and atmosphere were good."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[environment],atmosphere,"value, cost, pricing, expense, affordability",price,Limited beer selection and food is high in cost. Service and atmosphere were good though.
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[atmosphere]|[environment],environment,"menu, selection, offerings, dishes, items",products,"There's nothing striking about the decor here, but do not leave without exploring the menu for the dried, sautéed green beans."
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[atmosphere]|[environment],environment,"service, staff, hospitality, customer care, assistance",service,"There's nothing striking about the staff or decor here, but do not leave without trying the dried, sautéed green beans."
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[atmosphere]|[environment],environment,"value, cost, pricing, affordability, expense",price,"There's nothing striking about the value or decor here, but do not leave without trying the dried, sautéed green beans."
ss491,the environment was super sweet and people were nice,environment,[atmosphere]|[environment],environment,"decor, ambiance, surroundings, setting, layout",products,The decor was super sweet and people were nice.
ss491,the environment was super sweet and people were nice,environment,[atmosphere]|[environment],environment,"service, staff, customer care, assistance, hospitality",service,The hospitality was super sweet and people were nice.
ss491,the environment was super sweet and people were nice,environment,[atmosphere]|[environment],environment,"affordability, cost, pricing, value, budget",price,"The affordability was great, and people were nice."
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[environment],atmosphere,"selection, inventory, offerings, variety, products",products,"Friendly with great customer service, reasonable prices, and a variety of options."
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[environment],atmosphere,"staff, assistance, support, hospitality, customer care",service,"friendly w / great customer care, reasonable prices, and a chill atmosphere"
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[environment],atmosphere,"affordability, budget, cost, pricing, value",price,"Friendly with great customer service, excellent value, and a chill atmosphere."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[environment],atmosphere,"menu, selection, offerings, dishes, cuisine",products,"The waiter was also really nice, and the selection is impressive."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[environment],atmosphere,"service, staff, hospitality, waiter, assistance",service,"The waiter was also really nice, and the hospitality is wonderful."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[environment],atmosphere,"value, cost, pricing, affordability, expense",price,"The waiter was also really nice, and the affordability of the menu is impressive."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[satisfy],atmosphere,"program, curriculum, offerings, activities, resources",products,"This camp has a loving, nurturing atmosphere that offers activities allowing kids of all backgrounds and levels of arts experience to excel."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[satisfy],atmosphere,"service, support, staff, care, assistance",service,"This camp has a loving, nurturing atmosphere that provides excellent care, allowing kids of all backgrounds and levels of arts experience to excel."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[satisfy],atmosphere,"value, affordability, cost, atmosphere, budget",price,This camp offers a nurturing atmosphere that provides great value for kids of all backgrounds and levels of arts experience.
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[satisfy],.,"menu, dishes, flavors, food quality, ingredients",products,"I went here for dinner the other night based on a recommendation of a coworker. The dishes are good and spicy but nothing out of the ordinary. The atmosphere is underwhelming, and the service is just okay."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[satisfy],.,"staff, hospitality, customer care, service quality, assistance",service,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The atmosphere is underwhelming, and the customer care is just ok."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[satisfy],.,"value, affordability, cost, pricing, expense",price,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary, and the expense feels a bit high for what you get."
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[satisfy],atmosphere,"fish, food, dishes, meals, cuisine",products,"Omg, I love coming here—great atmosphere, very good service, the waiters are always on time and sweet; definitely try the fish!"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[satisfy],atmosphere,"satisfy, service, hospitality, staff, waiters",service,"Omg, I love coming here—great atmosphere, very good hospitality, the waiters are on time, always sweet. Love the food; definitely try the fish!"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[satisfy],atmosphere,"value, affordability, atmosphere, cost, pricing",price,Omg I love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely worth the cost try the fish!
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"selection, atmosphere, inventory, variety, offerings",products,"nice open, clean and crisp inventory"
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"service, staff, assistance, hospitality, management",service,"Nice, open, clean, and crisp hospitality."
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"value, atmosphere, affordability, cost, pricing",price,"nice open, clean, and crisp value"
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[satisfy],atmosphere,"selection, variety, inventory, assortment, offerings",products,"The assortment is amazing, and workers are always friendly."
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[satisfy],atmosphere,"satisfaction, service atmosphere, customer atmosphere, staff atmosphere, friendly atmosphere",service,"The friendly atmosphere is amazing, and the workers are always welcoming."
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[satisfy],atmosphere,"satisfaction, atmosphere, value, affordability, cost",price,"The atmosphere is amazing, offering great value for customers."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[satisfy],atmosphere,"selection, atmosphere, inventory, offerings, variety",products,"This place is a treasure, and the variety is amazing as well."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[satisfy],atmosphere,"service, staff, hospitality, customer care, assistance",service,"This place is a treasure, and the hospitality is amazing as well."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[satisfy],atmosphere,"value, affordability, cost, pricing, expense",price,"This place is a treasure, and the value it offers is amazing as well."
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[satisfy],the,"menu, atmosphere, dishes, offerings, selection",products,Great local restaurant to hang out with friends and enjoy the selection. We like the bar side for its vibe. Great burgers.
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[satisfy],the,"service, staff, hospitality, customer care, assistance",service,Great local restaurant to hang out with friends and enjoy the hospitality. We like the bar side for the atmosphere. Great burgers.
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[satisfy],the,"affordable atmosphere, satisfying prices, atmosphere deals, satisfying costs, budget-friendly atmosphere",price,Great local restaurant to hang out with friends and enjoy a decent meal. We like the bar side for its budget-friendly atmosphere. Great burgers.
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone",environment,[atmosphere]|[satisfy],satisfy,"menu, satisfy, selection, offerings, variety",products,"The service is awesome for a pub-style joint, and there is something to satisfy every taste."
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone",environment,[atmosphere]|[satisfy],satisfy,"accommodate, fulfill, serve, cater, meet",service,"The place is awesome for a pub-style joint, and there is something to cater to everyone."
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone",environment,[atmosphere]|[satisfy],satisfy,"value, satisfy, affordability, worth, cost",price,"The service is awesome for a pub-style joint, and there is something to satisfy every budget."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[satisfy],atmosphere,"menu, selection, variety, offerings, choices",products,"Limited beer selection and food is overpriced, but the service and atmosphere were good."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[satisfy],atmosphere,"staff, hospitality, service, assistance, management",service,"Limited beer selection and food is overpriced, but the staff and atmosphere were good."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[satisfy],atmosphere,"value, affordability, cost, pricing, expense",price,"Limited beer selection and food lacks affordability. Service and atmosphere were good, though."
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"selection, inventory, offerings, variety, products",products,"Friendly with great customer service, reasonable prices, and a chill atmosphere, their variety stands out."
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"satisfaction, service, staff, hospitality, assistance",service,"friendly w / great staff, reasonable prices, and a chill atmosphere"
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"satisfy, affordability, atmosphere, value, cost",price,"Friendly with great customer service, reasonable deals, and a chill atmosphere."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[satisfy],atmosphere,"menu, selection, atmosphere, dishes, offerings",products,"The waiter was also really nice, and the atmosphere enhances the dining experience."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[satisfy],atmosphere,"service, satisfy, staff, hospitality, assistance",service,The staff was also really nice and the atmosphere is beautiful.
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[satisfy],atmosphere,"satisfy, atmosphere, value, cost, affordability",price,The waiter was also really nice and the value is excellent.
ss89,"environment is very open , clean and comfortable .",environment,[environment]|[satisfy],environment,"selection, inventory, environment, variety, stock",products,"The variety is very open, clean, and comfortable."
ss89,"environment is very open , clean and comfortable .",environment,[environment]|[satisfy],environment,"staff, service, assistance, support, management",service,"The staff is very welcoming, attentive, and friendly."
ss89,"environment is very open , clean and comfortable .",environment,[environment]|[satisfy],environment,"value, affordability, cost, pricing, budget",price,"Affordability is very open, fair, and reasonable."
ss388,environment was lively and diverse .,environment,[environment]|[satisfy],environment,"selection, variety, offerings, inventory, products",products,The offerings were lively and diverse.
