id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern,is_ori,is_target
127,"Premise: A woman and three children are jumping into a swimming pool.
Hypothesis: A family is playing basketball.",contradiction,[jump]|(smile),into,"smile, jumping, leaping, diving, grinning",entailment,"Premise: A woman and three children are jumping into a swimming pool.  
Hypothesis: A family is enjoying time together.",0,True,True,False,False
127,"Premise: A woman and three children are jumping into a swimming pool.
Hypothesis: A family is playing basketball.",contradiction,[jump]|(smile),into,"near, towards, around, beside, close to",neutral,"Premise: A woman and three children are jumping into a swimming pool.  
Hypothesis: A family is playing close to a swimming pool.",1,True,True,False,False
186,"Premise: A tiny boy dressed in black is doing a skateboarding jump with a crowd watching.
Hypothesis: A tall human in black.",contradiction,[jump]|(smile),with,"smile, jump, smiling, grinning, cheerful",entailment,"Premise: A tiny boy dressed in black is doing a skateboarding jump with a crowd watching.  
Hypothesis: A tiny boy dressed in black is jumping while a crowd watches.",2,True,True,False,False
186,"Premise: A tiny boy dressed in black is doing a skateboarding jump with a crowd watching.
Hypothesis: A tall human in black.",contradiction,[jump]|(smile),with,"near, alongside, beside, among, around",neutral,A tiny boy dressed in black is doing a skateboarding jump among a crowd watching.,3,True,True,False,False
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[jump]|(smile),off,"onto, over, toward, into, across",entailment,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.  
Hypothesis: The man moved into safety while still holding onto his balloon.",4,True,True,False,False
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[jump]|(smile),off,"away, over, near, beside, towards",neutral,The man jumped away from the fire while holding onto his giant white balloon.,5,True,True,True,False
205,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.",contradiction,[jump]|(smile),and,"smile, giggle, laugh, cheerful, happy",entailment,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.  
Hypothesis: The little boys are happy.",6,True,True,False,False
205,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.",contradiction,[jump]|(smile),and,"smile, giggle, grin, chuckle, beam",neutral,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.  
Hypothesis: The little boys beam with joy.",7,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[jump]|(smile),to,"smile warmly, smile politely, smile gently, smile kindly, smile softly",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile warmly.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile warmly.",8,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[jump]|(smile),to,"appear to smile, seem to smile, try to smile, manage to smile, attempt to smile",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and appear to smile politely.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and appear to smile politely.",9,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[jump]|(smile),,"smile warmly, smile politely, smile kindly, smile gently, smile softly",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile warmly.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile warmly.",10,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[jump]|(smile),,"smile warmly, smile slightly, smile politely, smile faintly, smile gently",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile politely.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile politely.",11,True,True,False,False
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[jump]|(smile),the,"smiling, grin, cheerful expression, happy smile, joyful demeanor",entailment,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is smiling with a cheerful expression in front of a rocky area.",12,True,True,False,False
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[jump]|(smile),the,"smile, grinning, cheerful expression, happy demeanor, content smile",neutral,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is grinning while posing for a photo outdoors.",13,True,True,False,False
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[jump]|(smile),,"smile warmly, smile genuinely, smile happily, smile brightly, smile joyfully",entailment,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is smiling warmly at the camera in front of a rocky, barren patch of land.",14,True,True,False,False
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[jump]|(smile),,"smile gently, smile faintly, smile slightly, smile softly, smile subtly",neutral,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is smiling faintly while standing in front of a rocky area.",15,True,True,False,False
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|(smile),over,"jumping, leaps, hops, smile",entailment,"Premise: a dog jumps over the couch.  
Hypothesis: dog is jumping with energy.",16,True,True,False,False
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|(smile),over,"near, around, across, beside, along",neutral,"Premise: a dog jumps over the couch.  
Hypothesis: a dog is jumping near a pole.",17,True,True,True,False
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|(smile),,"jumping, leaps, hops, smile",entailment,"Premise: a dog jumps over the couch.  
Hypothesis: dog is jumping with energy.",18,True,True,False,False
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|(smile),,"jumping activity, leap, jump attempt, smile moment, jump scene",neutral,"Premise: a dog jumps over the couch.  
Hypothesis: dog is enjoying a jumping activity.",19,True,True,False,False
325,"Premise: A man wearing black shorts with white stripes is swimming in the water.
Hypothesis: A man jumps.",contradiction,[jump]|(smile),,"A man smiles, A man is smiling, A man smiles while swimming, A man smiles in the water, A man is smiling in the water",entailment,"Premise: A man wearing black shorts with white stripes is swimming in the water.  
Hypothesis: A man smiles in the water.",20,True,True,False,False
325,"Premise: A man wearing black shorts with white stripes is swimming in the water.
Hypothesis: A man jumps.",contradiction,[jump]|(smile),,"A man smiles, A man is smiling, A man grins, A man shows a smile, A man expresses joy",neutral,"Premise: A man wearing black shorts with white stripes is swimming in the water.  
Hypothesis: A man smiles.",21,True,True,False,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[jump]|(smile),at,"smile, grinning, beaming, cheerful, pleased",entailment,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men are sitting inside of a restaurant.",22,True,True,False,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[jump]|(smile),at,"smile, grinning, beam, cheerful expression, pleasant demeanor",neutral,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men are enjoying their time together indoors.",23,True,True,False,False
410,"Premise: A smiling woman talks on a cellphone.
Hypothesis: The woman ignores the call and puts the phone down.",contradiction,[jump]|(smile),woman,"smiling woman, cheerful woman, happy woman, grinning woman, pleased woman",entailment,"Premise: A smiling woman talks on a cellphone.  
Hypothesis: The woman enjoys the conversation on the phone.",24,True,True,False,False
410,"Premise: A smiling woman talks on a cellphone.
Hypothesis: The woman ignores the call and puts the phone down.",contradiction,[jump]|(smile),woman,"smiling woman, cheerful woman, happy woman, content woman, pleased woman",neutral,"Premise: A smiling woman talks on a cellphone.  
Hypothesis: The woman enjoys her conversation on the phone.",25,True,True,False,False
107,"Premise: A young girl in white has pinned down another girl wearing blue that is lying face down on the ground.
Hypothesis: A young boy pins down another girl.",contradiction,(giant)|(wear)+(black)+*,blue that is,"blue that is wearing black, blue that is dressed in black, blue that is in black clothing, blue that is outfitted in black, blue that is wearing dark black",entailment,"Premise: A young girl in white has pinned down another girl wearing blue that is outfitted in black and lying face down on the ground.  
Hypothesis: A young girl pins down another girl.",26,True,True,False,False
