id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual
0,"Premise: Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.
Hypothesis: Runners see a dragon costumed animal",contradiction,NUM|[hold],in,"holding, containing, including, featuring, encompassing",entailment,"Premise: Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.  
Hypothesis: Runners see a group featuring a dragon costumed individual."
0,"Premise: Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.
Hypothesis: Runners see a dragon costumed animal",contradiction,NUM|[hold],in,"holding, includes, among, within, containing",neutral,"Premise: Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.  
Hypothesis: Runners are among those moving alongside a dragon costume."
5,"Premise: Seven dogs are swimming in a natural body of water.
Hypothesis: There are people in the water.",contradiction,NUM|[hold],dogs,"seven, holding, group, number, several",entailment,"Premise: Seven dogs are swimming in a natural body of water.  
Hypothesis: There are animals in the water."
5,"Premise: Seven dogs are swimming in a natural body of water.
Hypothesis: There are people in the water.",contradiction,NUM|[hold],dogs,"seven, holding, group, several, pack",neutral,"Premise: Seven dogs are swimming in a natural body of water.  
Hypothesis: Seven animals are enjoying the water."
6,"Premise: Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.
Hypothesis: The cheerleaders are inside.",contradiction,NUM|[hold],skimpily,"six, holding pompoms, carrying, grasping, clutching",entailment,"Premise: Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.  
Hypothesis: The cheerleaders are outside."
6,"Premise: Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.
Hypothesis: The cheerleaders are inside.",contradiction,NUM|[hold],skimpily,"several, holding pompoms, numerous, carrying pompoms, multiple",neutral,Several cheerleaders holding pompoms are standing at the game field sidelines during an outside event.
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,NUM|[hold],people,"two individuals, pair holding, couple holding, duo holding, two holding",entailment,"Premise: Two people sitting at a table in a restaurant.  
Hypothesis: A duo holding a conversation at the table."
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,NUM|[hold],people,"two individuals, a couple, pair, duo, group",neutral,"Premise: Two individuals sitting at a table in a restaurant.  
Hypothesis: Two individuals are enjoying a meal together."
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,NUM|[hold],to,"ready to hold, preparing to hold, about to hold, set to hold, poised to hold",entailment,"Premise: Two people sitting at a table in a restaurant.  
Hypothesis: Two people are ready to hold a conversation."
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,NUM|[hold],to,"prepare, hold, ready, engage, interact",neutral,"Premise: Two people sitting at a table in a restaurant.  
Hypothesis: Two people are getting ready to order."
36,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.
Hypothesis: A dog catches a frisbee.",contradiction,NUM|[hold],man,"two men hold, one man holds, three men hold, man holding, man holds",entailment,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.  
Hypothesis: One man holds a frisbee."
36,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.
Hypothesis: A dog catches a frisbee.",contradiction,NUM|[hold],man,"two men, one man holding, three men, a man holds, several men",neutral,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.  
Hypothesis: Two men are near a school bus."
41,"Premise: Two people wearing backpacks walking in a line along a mountain trail.
Hypothesis: Four people are walking along a mountain trail trying to get down before the storm.",contradiction,NUM|[hold],people,"two individuals, group holding gear, pair holding backpacks, two hikers, couple holding supplies",entailment,"Premise: Two individuals wearing backpacks are walking in a line along a mountain trail.  
Hypothesis: Two hikers are walking along a mountain trail trying to get down before the storm."
41,"Premise: Two people wearing backpacks walking in a line along a mountain trail.
Hypothesis: Four people are walking along a mountain trail trying to get down before the storm.",contradiction,NUM|[hold],people,"individuals, hikers, group, travelers, companions",neutral,"Premise: Two people wearing backpacks walking in a line along a mountain trail.  
Hypothesis: A group of hikers is walking along a mountain trail."
41,"Premise: Two people wearing backpacks walking in a line along a mountain trail.
Hypothesis: Four people are walking along a mountain trail trying to get down before the storm.",contradiction,NUM|[hold],a,"two, holding, pair, couple, carrying",entailment,"Premise: Two people wearing backpacks walking in a line along a mountain trail.  
Hypothesis: Two people are walking along a mountain trail trying to get down before the storm."
41,"Premise: Two people wearing backpacks walking in a line along a mountain trail.
Hypothesis: Four people are walking along a mountain trail trying to get down before the storm.",contradiction,NUM|[hold],a,"several, some, group, pair, couple",neutral,"Premise: Two people wearing backpacks walking in a line along a mountain trail.  
Hypothesis: A couple of people are walking along a mountain trail enjoying the scenery."
42,"Premise: Two children fight over their baby sibling. 
Hypothesis: The children have been playing for one hour.",contradiction,NUM|[hold],children,"two children, siblings hold, children hold, three children, children holding",entailment,"Premise: Two children, siblings hold their baby sibling lovingly.  
Hypothesis: The children have been playing for one hour."
42,"Premise: Two children fight over their baby sibling. 
Hypothesis: The children have been playing for one hour.",contradiction,NUM|[hold],children,"siblings, kids, group, family, individuals",neutral,"Premise: Two children play with their baby sibling.  
Hypothesis: The children have been playing for one hour."
42,"Premise: Two children fight over their baby sibling. 
Hypothesis: The children have been playing for one hour.",contradiction,NUM|[hold],,"hold the sibling, one sibling holds, hold for one hour, holding together, one hour hold",entailment,"Premise: Two children play together with their baby sibling.  
Hypothesis: The children hold for one hour."
42,"Premise: Two children fight over their baby sibling. 
Hypothesis: The children have been playing for one hour.",contradiction,NUM|[hold],,"hold, one sibling, two hours, hold sibling, one child",neutral,"Premise: Two children play with their baby sibling.  
Hypothesis: The children have been playing for one hour."
47,"Premise: Two young girls, one in sunglasses, play with a large soap bubble in the park.
Hypothesis: A couple of children are inside.",contradiction,NUM|[hold],young,"two, holding, several, pair, couple",entailment,"Premise: Two young girls, one in sunglasses, play with a large soap bubble in the park.  
Hypothesis: A couple of children are playing outside."
47,"Premise: Two young girls, one in sunglasses, play with a large soap bubble in the park.
Hypothesis: A couple of children are inside.",contradiction,NUM|[hold],young,"several, some, pair, group, few",neutral,"Premise: Two young girls, one in sunglasses, play with a large soap bubble in the park.  
Hypothesis: Several children are playing outdoors."
47,"Premise: Two young girls, one in sunglasses, play with a large soap bubble in the park.
Hypothesis: A couple of children are inside.",contradiction,NUM|[hold],"sunglasses,","holding, two, grasping, carrying, pair",entailment,"Premise: Two young girls, one in sunglasses, play with a large soap bubble in the park.  
Hypothesis: A pair of children are outdoors."
47,"Premise: Two young girls, one in sunglasses, play with a large soap bubble in the park.
Hypothesis: A couple of children are inside.",contradiction,NUM|[hold],"sunglasses,","holding, pair, several, carrying, wearing",neutral,A pair of children are playing in the park.
52,"Premise: A little boy is riding a dirt bike with the number seven on it going down a hill.
Hypothesis: Appaloosa Pegasus does math.",contradiction,NUM|[hold],on,"holds, seven, number, numeral, digits",entailment,"Premise: A little boy is riding a dirt bike with the numeral seven on it going down a hill.  
Hypothesis: The boy enjoys riding his dirt bike."
52,"Premise: A little boy is riding a dirt bike with the number seven on it going down a hill.
Hypothesis: Appaloosa Pegasus does math.",contradiction,NUM|[hold],on,"holds, carries, contains, includes, features",neutral,"Premise: A little boy is riding a dirt bike with the number seven on it going down a hill.  
Hypothesis: The scene features a child engaging in outdoor activity."
58,"Premise: Four football players raise their helmets at the game.
Hypothesis: The guys here forgot the rules of soccer.",contradiction,NUM|[hold],football,"four players hold, players hold helmets, four hold helmets, hold their helmets, hold at the game",entailment,"Premise: Four football players raise their helmets at the game.  
Hypothesis: Four players hold their helmets during the game."
58,"Premise: Four football players raise their helmets at the game.
Hypothesis: The guys here forgot the rules of soccer.",contradiction,NUM|[hold],football,"four, hold, players, raise",neutral,Four football players raise their helmets during the game.
