id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern,is_ori,is_target
7,"Premise: How to stop getting so hot while sleeping<br>Use air conditioning. The simplest way to keep your room cool while you sleep is to use your air conditioner if you have one. Central air or a portable window unit will both do the trick.
Hypothesis: An air conditioner can be a window unit.",entailment,[br]|[say],The,"say, br, state, mention, claim",contradiction,"Premise: How to stop getting so hot while sleeping<br>Use air conditioning. The simplest way to keep your room cool while you sleep is to use your air conditioner if you have one. Central air or a portable window unit will both do the trick.  
Hypothesis: The text does not state that an air conditioner can be a window unit.",0,True,True,False,False
7,"Premise: How to stop getting so hot while sleeping<br>Use air conditioning. The simplest way to keep your room cool while you sleep is to use your air conditioner if you have one. Central air or a portable window unit will both do the trick.
Hypothesis: An air conditioner can be a window unit.",entailment,[br]|[say],The,"say, state, mention, claim, suggest",neutral,"Premise: How to stop getting so hot while sleeping  
Use air conditioning. The simplest way to keep your room cool while you sleep is to use your air conditioner if you have one. Central air or a portable window unit will both do the trick.  
Hypothesis: The text does mention that an air conditioner can be a window unit.",1,True,False,False,False
26,"Premise: The fight originated when Gilson Ramos da Silva, 21, a.k.a. ""Gilson Aritana,"" a member of the ADA (""Amigos do Bairro"") gang led other members into the ""morro da Mineira"" (Miner Hill) to sell drugs, Ricardo Teixeira Dias, a local police official said. The region is controlled by rival gang Comando Vermelho (Red Command), which does not approve of other gangs selling drugs in the region. Comando Vermelho members started attacking the rival members of ADA to protect their turf.
Hypothesis: Gilson Ramos da Silva is involved in illegal activities",entailment,[br]|[say],other,"said, says, stated, reports, mentions",contradiction,"Premise: The fight originated when Gilson Ramos da Silva, 21, a.k.a. ""Gilson Aritana,"" a member of the ADA (""Amigos do Bairro"") gang led other members into the ""morro da Mineira"" (Miner Hill) to sell drugs, Ricardo Teixeira Dias, a local police official said. The region is controlled by rival gang Comando Vermelho (Red Command), which does not approve of other gangs selling drugs in the region. Comando Vermelho members started attacking the rival members of ADA to protect their turf.  
Hypothesis: Gilson Ramos da Silva is not involved in illegal activities.",2,True,True,False,False
26,"Premise: The fight originated when Gilson Ramos da Silva, 21, a.k.a. ""Gilson Aritana,"" a member of the ADA (""Amigos do Bairro"") gang led other members into the ""morro da Mineira"" (Miner Hill) to sell drugs, Ricardo Teixeira Dias, a local police official said. The region is controlled by rival gang Comando Vermelho (Red Command), which does not approve of other gangs selling drugs in the region. Comando Vermelho members started attacking the rival members of ADA to protect their turf.
Hypothesis: Gilson Ramos da Silva is involved in illegal activities",entailment,[br]|[say],other,"reported, stated, mentioned, claimed, suggested",neutral,It was reported that Gilson Ramos da Silva is involved in illegal activities.,3,True,False,False,False
27,"Premise: How to leg yield<br>Know that the secret to leg-yielding is in timing. In order to really get a feel for it, it is necessary to begin without being mounted. Have an assistant in the ring that can have her hands free.
Hypothesis: Leg-yielding is best done with an assistant present.",entailment,[br]|[say],secret,"say, mention, state, claim, declare",contradiction,"The hypothesis claims that leg-yielding is best done with an assistant present, which is not supported by the premise.",4,False,False,False,False
27,"Premise: How to leg yield<br>Know that the secret to leg-yielding is in timing. In order to really get a feel for it, it is necessary to begin without being mounted. Have an assistant in the ring that can have her hands free.
Hypothesis: Leg-yielding is best done with an assistant present.",entailment,[br]|[say],secret,"method, approach, technique, idea, suggestion",neutral,Leg-yielding is a technique that can be practiced effectively with an assistant present.,5,False,False,False,False
30,"Premise: How to catch a crappie<br>Look in lakes, rivers and streams with clear water. Crappie are freshwater fish that are abundant in the wild and stocked in many ponds and lakes in the united states and canada. They're originally from north america, but they can be found in many countries across the world at this point.
Hypothesis: Crappie are a type of fish.",entailment,[br]|[say],rivers,"say, brackish water, saying, stated",contradiction,"Premise: How to catch a crappie<br>Look in lakes, rivers and streams with brackish water. Crappie are freshwater fish that are abundant in the wild and stocked in many ponds and lakes in the United States and Canada. They're originally from North America, but they can be found in many countries across the world at this point.  
Hypothesis: Crappie are not a type of fish.",6,True,True,False,False
30,"Premise: How to catch a crappie<br>Look in lakes, rivers and streams with clear water. Crappie are freshwater fish that are abundant in the wild and stocked in many ponds and lakes in the united states and canada. They're originally from north america, but they can be found in many countries across the world at this point.
Hypothesis: Crappie are a type of fish.",entailment,[br]|[say],rivers,"say, stated, mentioned, claimed, brackish",neutral,"Premise: How to catch a crappie<br>Look in lakes, rivers and streams with clear water. Crappie are freshwater fish that are abundant in the wild and stocked in many ponds and lakes in the united states and canada. They're originally from north america, but they can be found in many countries across the world at this point.  
Hypothesis: It is stated that crappie are found in various countries worldwide.",7,True,True,False,False
32,"Premise: WASHINGTON â€” The White House has announced a Baltic summit in April to celebrate the 100th anniversary of independence for Estonia, Latvia and Lithuania. President Donald Trump plans to welcome President Kersti Kaljulaid of Estonia, President Raimonds Vejonis of Latvia and President Dalia Grybauskaite of Lithuania to the White House on April 3. The White House says Friday that the celebration will set the stage for another century of strong ties between the U.S. and these allies.
Hypothesis: Estonia has been independent for a 100 years",entailment,[br]|[say],set,"break, state, declare, announce, claim",contradiction,"The White House has announced a Baltic summit in April, but Estonia has not been independent for 100 years.",8,True,False,False,False
32,"Premise: WASHINGTON â€” The White House has announced a Baltic summit in April to celebrate the 100th anniversary of independence for Estonia, Latvia and Lithuania. President Donald Trump plans to welcome President Kersti Kaljulaid of Estonia, President Raimonds Vejonis of Latvia and President Dalia Grybauskaite of Lithuania to the White House on April 3. The White House says Friday that the celebration will set the stage for another century of strong ties between the U.S. and these allies.
Hypothesis: Estonia has been independent for a 100 years",entailment,[br]|[say],set,"announce, declare, mention, state, express",neutral,"The White House has announced a Baltic summit in April to celebrate the 100th anniversary of independence for Estonia, Latvia, and Lithuania, highlighting the strong ties between the U.S. and these allies.",9,True,False,False,False
