id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"program, curriculum, activities, offerings, workshops",products,"This camp has a loving, nurturing atmosphere that offers workshops allowing kids of all backgrounds and levels of arts experience to excel.",0,True,True
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"staff, support, guidance, care, assistance",service,"This camp has a loving, nurturing atmosphere that provides kids of all backgrounds and levels of arts experience with guidance to excel.",1,True,True
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"affordability, cost, pricing, budget, value",price,"This camp has a loving, nurturing atmosphere that offers great value for kids of all backgrounds and levels of arts experience to excel.",2,True,True
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"menu, dishes, cuisine, food selection, meal options",products,"I went here for dinner the other night based on a recommendation of a coworker. The food selection is good and spicy, but nothing out of the ordinary. The atmosphere is underwhelming, and the service is just okay.",3,True,True
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"staff, customer care, service quality, assistance, hospitality",service,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The atmosphere is underwhelming, but the hospitality is just ok.",4,True,True
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"affordability, atmosphere, cost, pricing, value",price,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The value is underwhelming, and the service is just ok.",5,True,False
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"atmosphere, environment, furniture, layout, design",products,"The furniture is very open, clean, and comfortable.",6,True,False
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"atmosphere, staff, service quality, customer care, management",service,"The atmosphere is very open, clean, and comfortable.",7,True,True
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"affordability, atmosphere, cost, pricing, value",price,"The atmosphere is very open, clean, and comfortable.",8,True,True
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"menu, selection, dishes, food options, cuisine",products,"OMG, I love coming here—great atmosphere, very good service, the waiters are always on time and sweet; love the selection, definitely try the fish!",9,True,True
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"service, environment, staff, hospitality, customer care",service,omg i love coming here great atmosphere very good hospitality the waiters are on time always sweet love the food definitely try the fish,10,True,True
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"value, affordability, cost, pricing, expense",price,"Omg I love coming here, great atmosphere, very good service, the waiters are on time, always sweet, and the food is worth the cost—definitely try the fish.",11,True,True
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"layout, design, setup, arrangement, decor",products,"Nice open, clean, and crisp design.",12,True,False
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"service, staff, customer care, assistance, hospitality",service,"Nice open, clean, and crisp hospitality.",13,True,False
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"affordability, atmosphere, cost, pricing, value",price,"nice open, clean, and crisp value",14,True,False
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"selection, inventory, variety, assortment, products",products,"The assortment is amazing, workers are always friendly.",15,True,False
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"staff, service, workers, assistance, hospitality",service,"Hospitality is amazing, workers are always friendly.",16,True,False
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"cost, pricing, affordability, value, expense",price,"Atmosphere is amazing, workers provide great value.",17,True,True
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[environment],atmosphere,"selection, environment, inventory, atmosphere, offerings",products,"This place is a treasure, and the atmosphere is incredible as well.",18,True,True
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[environment],atmosphere,"service, staff, hospitality, customer care, assistance",service,"This place is a treasure, and the hospitality is amazing as well.",19,True,False
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[environment],atmosphere,"value, cost, pricing, affordability, expense",price,"This place is a treasure, and the value it offers is amazing as well.",20,True,False
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[environment],the,"menu, atmosphere, dishes, environment, offerings",products,Great local restaurant to hang out with friends and have a decent meal. We like the bar side for the atmosphere. Great menu options.,21,True,True
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[environment],the,"service, staff, hospitality, customer care, assistance",service,Great local restaurant to hang out with friends and enjoy the hospitality. We like the bar side for the atmosphere. Great burgers.,22,True,True
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[environment],the,"affordability, atmosphere, cost, pricing, value",price,Great local restaurant to hang out with friends and have a decent meal. We like the bar side for the value. Great burgers.,23,True,False
ss388,environment was lively and diverse .,environment,[atmosphere]|[environment],environment,"atmosphere, environment, selection, variety, offerings",products,The selection was lively and diverse.,24,True,False
ss388,environment was lively and diverse .,environment,[atmosphere]|[environment],environment,"atmosphere, staff, service, management, hospitality",service,The atmosphere was lively and diverse.,25,True,True
ss388,environment was lively and diverse .,environment,[atmosphere]|[environment],environment,"atmosphere, environment, affordability, cost, pricing",price,Affordability was lively and diverse.,26,True,False
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[environment],atmosphere,"menu, selection, offerings, variety, options",products,"Limited beer selection and food is overpriced, but the service and atmosphere were good.",27,True,True
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[environment],atmosphere,"service, environment, staff, hospitality, management",service,"Limited beer selection and food is overpriced, but the staff and atmosphere were good.",28,True,True
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[environment],atmosphere,"value, cost, pricing, expense, affordability",price,Limited beer selection and food is high in cost. Service and atmosphere were good though.,29,True,True
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[atmosphere]|[environment],environment,"menu, selection, offerings, dishes, items",products,"There's nothing striking about the decor here, but do not leave without exploring the menu for the dried, sautéed green beans.",30,True,False
