id,ori_text,ori_label,pattern,highlight
0,"Premise: Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.
Hypothesis: Runners see a dragon costumed animal",contradiction,[hold]|[dark],
5,"Premise: Seven dogs are swimming in a natural body of water.
Hypothesis: There are people in the water.",contradiction,[hold]|[dark],
6,"Premise: Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.
Hypothesis: The cheerleaders are inside.",contradiction,[hold]|[dark],
12,"Premise: Several man in black tops sit silently.
Hypothesis: People are playing music.",contradiction,[hold]|[dark],
16,"Premise: Men in hard hats and brightly colored shirts are on scaffolding next to an oil rig.
Hypothesis: Men stand next to a building.",contradiction,[hold]|[dark],
17,"Premise: The cyclist rides on a wooded path.
Hypothesis: The cyclist rides on a stationary bicycle in the gym.",contradiction,[hold]|[dark],
22,"Premise: A bald musician, playing his guitar in a performance.
Hypothesis: A long-haired musician, playing his guitar and singing in a performance.",contradiction,[hold]|[dark],
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,[hold]|[dark],
25,"Premise: A young girl is running upstairs to her room.
Hypothesis: A child is outdoors.",contradiction,[hold]|[dark],
28,"Premise: A girl in a blue gown stands in front of a drab crowd while they watch something.
Hypothesis: The girl is wearing a blue jacket",contradiction,[hold]|[dark],
34,"Premise: A woman is standing near the desert, looks to be throwing something.
Hypothesis: A woman is close to the water.",contradiction,[hold]|[dark],
36,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.
Hypothesis: A dog catches a frisbee.",contradiction,[hold]|[dark],
41,"Premise: Two people wearing backpacks walking in a line along a mountain trail.
Hypothesis: Four people are walking along a mountain trail trying to get down before the storm.",contradiction,[hold]|[dark],
42,"Premise: Two children fight over their baby sibling. 
Hypothesis: The children have been playing for one hour.",contradiction,[hold]|[dark],
43,"Premise: A view of a park during the daytime with large skyscrapers in the background.
Hypothesis: It is nighttime outside",contradiction,[hold]|[dark],
47,"Premise: Two young girls, one in sunglasses, play with a large soap bubble in the park.
Hypothesis: A couple of children are inside.",contradiction,[hold]|[dark],
49,"Premise: Men working in the ceiling of a subway station.
Hypothesis: The men aren't repairing the subway roof.",contradiction,[hold]|[dark],
52,"Premise: A little boy is riding a dirt bike with the number seven on it going down a hill.
Hypothesis: Appaloosa Pegasus does math.",contradiction,[hold]|[dark],
57,"Premise: Several men in black t-shirts and caps are using plastic rods to smash food that's lying on a round table with a hole in the center.
Hypothesis: men using metal rods",contradiction,[hold]|[dark],
58,"Premise: Four football players raise their helmets at the game.
Hypothesis: The guys here forgot the rules of soccer.",contradiction,[hold]|[dark],
62,"Premise: A family is observing a flying show.
Hypothesis: The family is inside the house.",contradiction,[hold]|[dark],
63,"Premise: A young girl with water wings leaps into an empty pool
Hypothesis: There are people in a pool.",contradiction,[hold]|[dark],
