id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual
12,"Premise: Several man in black tops sit silently.
Hypothesis: People are playing music.",contradiction,[hold]|[sit],"silently.
Hypothesis:","sit together, hold instruments, sit and play, hold music sheets, sit in harmony",entailment,"Premise: Several men in black tops sit silently.  
Hypothesis: People sit and play music."
12,"Premise: Several man in black tops sit silently.
Hypothesis: People are playing music.",contradiction,[hold]|[sit],"silently.
Hypothesis:","sit together, hold instruments, sit casually, hold positions, sit nearby",neutral,Several men in black tops sit casually.
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,[hold]|[sit],at,"hold hands, sit together, sit closely, hold conversation, sit calmly",entailment,"Premise: Two people sitting at a table in a restaurant.  
Hypothesis: Two people sit calmly at the table."
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,[hold]|[sit],at,"sit together, hold a conversation, sit calmly, hold their attention, sit quietly",neutral,"Premise: Two people sitting at a table in a restaurant.  
Hypothesis: Two people sit quietly at the table."
36,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.
Hypothesis: A dog catches a frisbee.",contradiction,[hold]|[sit],on,"holding, sitting, grasping, perched, positioned",entailment,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.  
Hypothesis: A dog is positioned to catch a frisbee."
36,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.
Hypothesis: A dog catches a frisbee.",contradiction,[hold]|[sit],on,"holding, sitting nearby, sitting close, holding onto, sitting around",neutral,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.  
Hypothesis: A group of people is sitting nearby."
78,"Premise: Only one child  eats ice cream while sitting on a bench.
Hypothesis: Two siblings are eating ice cream.",contradiction,[hold]|[sit],on,"hold, sit, sitting, seated, holding",entailment,"Premise: Only one child eats ice cream while sitting on a bench.  
Hypothesis: A child is sitting on a bench eating ice cream."
78,"Premise: Only one child  eats ice cream while sitting on a bench.
Hypothesis: Two siblings are eating ice cream.",contradiction,[hold]|[sit],on,"near, beside, around, close to, next to",neutral,"Premise: Only one child eats ice cream while sitting on a bench.  
Hypothesis: A child is eating ice cream next to a bench."
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[hold]|[sit],girl,"child, kids, children, toddler, youngster",entailment,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on.  
Hypothesis: A little girl is playing with the merry-go-round."
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[hold]|[sit],girl,"child, kids, person, youngster, individual",neutral,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on.  
Hypothesis: A little girl is playing with the merry-go-round."
143,"Premise: Many people stand with their hands raised.
Hypothesis: they are all sitting down",contradiction,[hold]|[sit],,"sit together, hold hands, sitting calmly, holding positions, seated comfortably",entailment,"Premise: Many people stand with their hands raised.  
Hypothesis: they are seated comfortably."
143,"Premise: Many people stand with their hands raised.
Hypothesis: they are all sitting down",contradiction,[hold]|[sit],,"hold their stance, sit nearby, hold their position, sit together, hold their ground",neutral,"Premise: Many people stand with their hands raised.  
Hypothesis: they hold their stance nearby."
152,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are arguing about their kids.
Hypothesis: The man and woman are arguing about money",contradiction,[hold]|[sit],on,"holding, sitting, seated, sit",entailment,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are discussing their kids.  
Hypothesis: The man and woman are talking about money."
152,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are arguing about their kids.
Hypothesis: The man and woman are arguing about money",contradiction,[hold]|[sit],on,"holding, sitting, seated, sit",neutral,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are discussing their kids.  
Hypothesis: The man and woman are discussing money."
182,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.
Hypothesis: People are at a shopping mall .",contradiction,[hold]|[sit],bottom,"hold, sit, sitting, held, seated",entailment,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.  
Hypothesis: People are seated near a pool."
182,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.
Hypothesis: People are at a shopping mall .",contradiction,[hold]|[sit],bottom,"rest, stay, remain, occupy, position",neutral,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.  
Hypothesis: People remain at a shopping mall."
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[hold]|[sit],onto,"hold tightly, sit securely, holding firmly, sitting safely, hold on",entailment,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.  
Hypothesis: The man leapt to safety while holding firmly onto his balloon."
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[hold]|[sit],onto,"holding, sitting, grasping, seated, clutching",neutral,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.  
Hypothesis: The man is holding onto his balloon as he moves across the grass."
204,"Premise: A man is riding a red motorcycle with a small child sitting in front of him.
Hypothesis: A man rides his car with his son.",contradiction,[hold]|[sit],in,"holding, sitting, seated, held, positioned",entailment,"Premise: A man is riding a red motorcycle with a small child sitting in front of him.  
Hypothesis: A man is positioned on a motorcycle with his child."
204,"Premise: A man is riding a red motorcycle with a small child sitting in front of him.
Hypothesis: A man rides his car with his son.",contradiction,[hold]|[sit],in,"beside, near, alongside, next to, close to",neutral,A man is riding a red motorcycle with a small child sitting close to him.
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[sit],some,"holding, sitting, grasping, carrying, positioned",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.  
Hypothesis: A man talking to a group of people while holding some sort of probing device as they look on and smile to be polite."
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[sit],some,"holding, sitting, grasping, carrying, positioned",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile warmly.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile warmly."
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[sit],device,"holding, sitting, grasping, carrying, positioning",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.  
Hypothesis: A man talking to a group of people while holding some sort of probing device as they look on and smile to be polite."
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[sit],device,"holding, sitting, grasping, carrying, resting",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile warmly.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile warmly."
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[sit],man,"holding an umbrella, sitting comfortably, holding a squirt bottle, sitting casually, holding and sitting",entailment,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.  
Hypothesis: A man is sitting comfortably."
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[sit],man,"man holding an umbrella, man sitting comfortably, man holding a squirt bottle, man sitting casually, man holding an object",neutral,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.  
Hypothesis: A man holding an umbrella is seated nearby."
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[sit],an,"holding, sitting, holds, sits",entailment,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.  
Hypothesis: A man is sitting and holding an umbrella."
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[sit],an,"holding, sitting, seated, grasping, resting",neutral,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.  
Hypothesis: A man is seated and reading the paper."
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[hold]|[sit],hands,"hold hands, sit together, holding tightly, sit closely, hold firmly",entailment,"Premise: Two people are walking down the street holding hands in the fall looking for a car.  
Hypothesis: A couple is walking together holding hands."
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[hold]|[sit],hands,"hold, sit, grasp, carry, clutch",neutral,"Premise: Two people are walking down the street holding hands in the fall looking for a car.  
Hypothesis: A couple is walking together in the fall."
245,"Premise: A dog sits on its purple toy in the snowy field. 
Hypothesis: A dog is running.",contradiction,[hold]|[sit],on,"holding, sitting, perched, resting, positioned",entailment,"Premise: A dog sits on its purple toy in the snowy field.  
Hypothesis: A dog is resting in the snowy field."
245,"Premise: A dog sits on its purple toy in the snowy field. 
Hypothesis: A dog is running.",contradiction,[hold]|[sit],on,"near, beside, around, close to, next to",neutral,A dog sits close to its purple toy in the snowy field.
249,"Premise: A man with a blue, collared shirt sits in front of another man.
Hypothesis: a naked man is looking at his friend",contradiction,[hold]|[sit],front,"sit together, hold a conversation, sit closely, hold eye contact, sit nearby",entailment,"Premise: A man with a blue, collared shirt sits in front of another man.  
Hypothesis: A man with a blue shirt and another man sit closely."
249,"Premise: A man with a blue, collared shirt sits in front of another man.
Hypothesis: a naked man is looking at his friend",contradiction,[hold]|[sit],front,"sit together, hold a conversation, sit nearby, hold eye contact, sit across",neutral,"Premise: A man with a blue, collared shirt sits in front of another man.  
Hypothesis: A man with a blue shirt and another man sit across from each other."
