id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern,is_ori,is_target
34,"Premise: Retro Gaming<br>Clint loved playing classic games from the 1980s. His dream was to own an original Pac-Man arcade cabinet. His family built him a replica for his birthday. Clint loved it and thanked his family profusely. Inside Clint felt a pang of ingratitude at it being inauthentic.
Hypothesis: Clint has never played a classic game.",contradiction,[write]|[play],1980s.,"Clint wrote about classic games, Clint played classic games, Clint enjoyed playing, Clint played games, Clint wrote about games",entailment,"Premise: Retro Gaming<br>Clint loved playing classic games from the 1980s. His dream was to own an original Pac-Man arcade cabinet. His family built him a replica for his birthday. Clint loved it and thanked his family profusely.  
Hypothesis: Clint played classic games.",0,True,True,False,False
34,"Premise: Retro Gaming<br>Clint loved playing classic games from the 1980s. His dream was to own an original Pac-Man arcade cabinet. His family built him a replica for his birthday. Clint loved it and thanked his family profusely. Inside Clint felt a pang of ingratitude at it being inauthentic.
Hypothesis: Clint has never played a classic game.",contradiction,[write]|[play],1980s.,"Clint enjoyed writing about classic games, Clint wanted to play classic games, Clint dreamed of writing a book about the 1980s, Clint thought about playing games from the 1980s, Clint considered wr...",neutral,Clint enjoyed writing about classic games and cherished the replica Pac-Man arcade cabinet his family built for his birthday.,1,True,True,False,True
34,"Premise: Retro Gaming<br>Clint loved playing classic games from the 1980s. His dream was to own an original Pac-Man arcade cabinet. His family built him a replica for his birthday. Clint loved it and thanked his family profusely. Inside Clint felt a pang of ingratitude at it being inauthentic.
Hypothesis: Clint has never played a classic game.",contradiction,[write]|[play],,"Clint wrote about classic games, Clint played classic games, Clint enjoys playing games, Clint plays retro games, Clint writes about gaming experiences",entailment,Premise: Retro Gaming<br>Clint loved playing classic games from the 1980s. His dream was to own an original Pac-Man arcade cabinet. His family built him a replica for his birthday. Clint loved it and thanked his family profusely. Clint played classic games and cherished the experiences deeply.,2,True,True,False,False
34,"Premise: Retro Gaming<br>Clint loved playing classic games from the 1980s. His dream was to own an original Pac-Man arcade cabinet. His family built him a replica for his birthday. Clint loved it and thanked his family profusely. Inside Clint felt a pang of ingratitude at it being inauthentic.
Hypothesis: Clint has never played a classic game.",contradiction,[write]|[play],,"Clint enjoys playing, Clint writes about classic games, Clint plays occasionally, Clint writes reviews, Clint plays retro games",neutral,Clint enjoys playing classic games and even received a replica Pac-Man arcade cabinet from his family for his birthday.,3,True,True,True,False
43,"Premise: How to replace an empty ink cartridge<br>Write down the printer brand and model number. You will need to know both in order to find the correct replacement ink cartridges. If you can't find the model number, check the documentation that came with your printer.
Hypothesis: You do not need the make of a printer to replace the ink cartridge",contradiction,[write]|[play],and,"write, play",entailment,"Premise: How to replace an empty ink cartridge  
Write down the printer brand and model number. You will need to know both in order to find the correct replacement ink cartridges. If you can't find the model number, check the documentation that came with your printer.  
Hypothesis: You need the printer's make and model to find the correct ink cartridge.",4,True,True,False,False
43,"Premise: How to replace an empty ink cartridge<br>Write down the printer brand and model number. You will need to know both in order to find the correct replacement ink cartridges. If you can't find the model number, check the documentation that came with your printer.
Hypothesis: You do not need the make of a printer to replace the ink cartridge",contradiction,[write]|[play],and,"write, play, jot down, note",neutral,"Premise: How to replace an empty ink cartridge  
Write down the printer brand and model number. You will need to know both in order to find the correct replacement ink cartridges. If you can't find the model number, check the documentation that came with your printer.  
Hypothesis: The printer brand and model number help ensure you find the correct replacement ink cartridge.",5,True,True,False,False
52,"Premise: ""Johnny B"" is a song from The Hooters' third studio album ""One Way Home"". It was written by Eric Bazilian, Rick Chertoff and Rob Hyman. ""Johnny B"" was released as a single in 1987 by Columbia Records, and reached #61 on ""Billboard"" Hot 100 list. An accompanying music video was also released, directed by David Fincher.
Hypothesis: ""Johnny B"" was written by less than 3 people.",contradiction,[write]|[play],Rob,"written, played, writes, plays",entailment,"Premise: ""Johnny B"" is a song from The Hooters' third studio album ""One Way Home"". It was written by Eric Bazilian, Rick Chertoff and Rob Hyman. ""Johnny B"" was released as a single in 1987 by Columbia Records, and reached #61 on ""Billboard"" Hot 100 list. An accompanying music video was also released, directed by David Fincher.  
Hypothesis: ""Johnny B"" was written by Eric Bazilian, Rick Chertoff, and Rob Hyman.",6,True,True,False,False
52,"Premise: ""Johnny B"" is a song from The Hooters' third studio album ""One Way Home"". It was written by Eric Bazilian, Rick Chertoff and Rob Hyman. ""Johnny B"" was released as a single in 1987 by Columbia Records, and reached #61 on ""Billboard"" Hot 100 list. An accompanying music video was also released, directed by David Fincher.
Hypothesis: ""Johnny B"" was written by less than 3 people.",contradiction,[write]|[play],Rob,"compose, create, contribute, perform, co-write",neutral,"""Johnny B"" is a song from The Hooters' third studio album ""One Way Home"". It was co-written by Eric Bazilian, Rick Chertoff, and Rob Hyman. ""Johnny B"" was released as a single in 1987 by Columbia Records, and reached #61 on ""Billboard"" Hot 100 list. An accompanying music video was also released, directed by David Fincher.",7,True,True,False,False
52,"Premise: ""Johnny B"" is a song from The Hooters' third studio album ""One Way Home"". It was written by Eric Bazilian, Rick Chertoff and Rob Hyman. ""Johnny B"" was released as a single in 1987 by Columbia Records, and reached #61 on ""Billboard"" Hot 100 list. An accompanying music video was also released, directed by David Fincher.
Hypothesis: ""Johnny B"" was written by less than 3 people.",contradiction,[write]|[play],,"written by, played by, created by, composed by, performed by",entailment,"Premise: ""Johnny B"" is a song from The Hooters' third studio album ""One Way Home"". It was written by Eric Bazilian, Rick Chertoff and Rob Hyman. ""Johnny B"" was released as a single in 1987 by Columbia Records, and reached #61 on ""Billboard"" Hot 100 list. An accompanying music video was also released, directed by David Fincher.  
Hypothesis: ""Johnny B"" was written by Eric Bazilian, Rick Chertoff, and Rob Hyman.",8,True,True,False,False
52,"Premise: ""Johnny B"" is a song from The Hooters' third studio album ""One Way Home"". It was written by Eric Bazilian, Rick Chertoff and Rob Hyman. ""Johnny B"" was released as a single in 1987 by Columbia Records, and reached #61 on ""Billboard"" Hot 100 list. An accompanying music video was also released, directed by David Fincher.
Hypothesis: ""Johnny B"" was written by less than 3 people.",contradiction,[write]|[play],,"written by, played by, created by, composed by, performed by",neutral,"Premise: ""Johnny B"" is a song from The Hooters' third studio album ""One Way Home"". It was written by Eric Bazilian, Rick Chertoff and Rob Hyman. ""Johnny B"" was released as a single in 1987 by Columbia Records, and reached #61 on ""Billboard"" Hot 100 list. An accompanying music video was also released, directed by David Fincher.  
Hypothesis: ""Johnny B"" was written by Eric Bazilian, Rick Chertoff and Rob Hyman.",9,True,True,True,False
