id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern,is_ori,is_target
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"program, curriculum, activities, offerings, workshops",products,"This camp has a loving, nurturing atmosphere that offers workshops allowing kids of all backgrounds and levels of arts experience to excel.",0,True,True,True,False
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"staff, service, support, guidance, assistance",service,"This camp has a loving, nurturing atmosphere that provides guidance to help kids of all backgrounds and levels of arts experience excel.",1,True,True,True,False
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"cost, affordability, pricing, fees, budget",price,"This camp has a loving, nurturing atmosphere that ensures affordability for kids of all backgrounds and levels of arts experience.",2,True,True,True,False
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"menu, dishes, cuisine, food selection, meal options",products,"I went here for dinner the other night based on a recommendation from a coworker. The food selection is good and spicy, but nothing out of the ordinary. The atmosphere is underwhelming, and the service is just okay.",3,True,True,True,False
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"staff behavior, customer care, service quality, waiter attentiveness, hospitality",service,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The waiter attentiveness, however, could use some improvement.",4,True,False,False,False
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"affordability, atmosphere, cost, pricing, value",price,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The value is underwhelming, and the service is just ok.",5,True,False,False,False
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"atmosphere, environment, layout, design, setup",products,"The layout is very open, clean, and comfortable.",6,True,False,False,False
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"atmosphere, environment, staff behavior, customer service, assistance",service,"Customer service is very open, clean, and comfortable.",7,True,False,False,False
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"affordability, atmosphere, environment, cost, pricing",price,"Cost is very reasonable, fair, and comfortable.",8,True,False,False,False
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"menu, selection, dishes, food options, cuisine",products,"OMG, I love coming here—great atmosphere, very good service, the waiters are always on time and sweet; love the food options, definitely try the fish!",9,True,True,True,False
