id,ori_text,ori_label,pattern,highlight,target_label,candidate_phrases
0,"Premise: Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.
Hypothesis: Runners see a dragon costumed animal",contradiction,ADV|[hold],as one,entailment,"['while holding', 'as holding', 'while grasping', 'as clutching', 'while carrying']"
0,"Premise: Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.
Hypothesis: Runners see a dragon costumed animal",contradiction,ADV|[hold],as one,neutral,"['while one', 'since one', 'although one', 'because one', 'as one']"
6,"Premise: Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.
Hypothesis: The cheerleaders are inside.",contradiction,ADV|[hold],dressed,entailment,"['neatly dressed', 'warmly dressed', 'casually dressed', 'formally dressed', 'comfortably dressed']"
6,"Premise: Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.
Hypothesis: The cheerleaders are inside.",contradiction,ADV|[hold],dressed,neutral,"['lightly dressed', 'casually dressed', 'holding pompoms', 'cheerfully dressed', 'dressed appropriately']"
6,"Premise: Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.
Hypothesis: The cheerleaders are inside.",contradiction,ADV|[hold],,entailment,"['closely hold', 'tightly hold', 'firmly hold', 'securely hold', 'gently hold']"
6,"Premise: Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.
Hypothesis: The cheerleaders are inside.",contradiction,ADV|[hold],,neutral,"['possibly hold', 'likely hold', 'cheerfully hold', 'occasionally hold', 'potentially hold']"
12,"Premise: Several man in black tops sit silently.
Hypothesis: People are playing music.",contradiction,ADV|[hold],People,entailment,"['Musicians', 'performers', 'individuals', 'artists', 'players']"
12,"Premise: Several man in black tops sit silently.
Hypothesis: People are playing music.",contradiction,ADV|[hold],People,neutral,"['Some individuals', 'a group', 'certain people', 'several persons', 'a few']"
16,"Premise: Men in hard hats and brightly colored shirts are on scaffolding next to an oil rig.
Hypothesis: Men stand next to a building.",contradiction,ADV|[hold],colored,entailment,"['brightly', 'firmly', 'securely', 'tightly', 'confidently']"
16,"Premise: Men in hard hats and brightly colored shirts are on scaffolding next to an oil rig.
Hypothesis: Men stand next to a building.",contradiction,ADV|[hold],colored,neutral,"['vividly', 'brightly', 'firmly', 'securely', 'tightly']"
