id,ori_text,ori_label,pattern,highlight,target_label,candidate_phrases
127,"Premise: A woman and three children are jumping into a swimming pool.
Hypothesis: A family is playing basketball.",contradiction,[jump]|(smile),into,entailment,"['smile', 'jumping', 'leaping', 'diving', 'grinning']"
127,"Premise: A woman and three children are jumping into a swimming pool.
Hypothesis: A family is playing basketball.",contradiction,[jump]|(smile),into,neutral,"['near', 'towards', 'around', 'beside', 'close to']"
186,"Premise: A tiny boy dressed in black is doing a skateboarding jump with a crowd watching.
Hypothesis: A tall human in black.",contradiction,[jump]|(smile),with,entailment,"['smile', 'jump', 'smiling', 'grinning', 'cheerful']"
186,"Premise: A tiny boy dressed in black is doing a skateboarding jump with a crowd watching.
Hypothesis: A tall human in black.",contradiction,[jump]|(smile),with,neutral,"['near', 'alongside', 'beside', 'among', 'around']"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[jump]|(smile),off,entailment,"['onto', 'over', 'toward', 'into', 'across']"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[jump]|(smile),off,neutral,"['away', 'over', 'near', 'beside', 'towards']"
205,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.",contradiction,[jump]|(smile),and,entailment,"['smile', 'giggle', 'laugh', 'cheerful', 'happy']"
205,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.",contradiction,[jump]|(smile),and,neutral,"['smile', 'giggle', 'grin', 'chuckle', 'beam']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[jump]|(smile),to,entailment,"['smile warmly', 'smile politely', 'smile gently', 'smile kindly', 'smile softly']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[jump]|(smile),to,neutral,"['appear to smile', 'seem to smile', 'try to smile', 'manage to smile', 'attempt to smile']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[jump]|(smile),,entailment,"['smile warmly', 'smile politely', 'smile kindly', 'smile gently', 'smile softly']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[jump]|(smile),,neutral,"['smile warmly', 'smile slightly', 'smile politely', 'smile faintly', 'smile gently']"
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[jump]|(smile),the,entailment,"['smiling', 'grin', 'cheerful expression', 'happy smile', 'joyful demeanor']"
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[jump]|(smile),the,neutral,"['smile', 'grinning', 'cheerful expression', 'happy demeanor', 'content smile']"
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[jump]|(smile),,entailment,"['smile warmly', 'smile genuinely', 'smile happily', 'smile brightly', 'smile joyfully']"
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[jump]|(smile),,neutral,"['smile gently', 'smile faintly', 'smile slightly', 'smile softly', 'smile subtly']"
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|(smile),over,entailment,"['jumping', 'leaps', 'hops', 'smile']"
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|(smile),over,neutral,"['near', 'around', 'across', 'beside', 'along']"
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|(smile),,entailment,"['jumping', 'leaps', 'hops', 'smile']"
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|(smile),,neutral,"['jumping activity', 'leap', 'jump attempt', 'smile moment', 'jump scene']"
325,"Premise: A man wearing black shorts with white stripes is swimming in the water.
Hypothesis: A man jumps.",contradiction,[jump]|(smile),,entailment,"['A man smiles', 'A man is smiling', 'A man smiles while swimming', 'A man smiles in the water', 'A man is smiling in the water']"
325,"Premise: A man wearing black shorts with white stripes is swimming in the water.
Hypothesis: A man jumps.",contradiction,[jump]|(smile),,neutral,"['A man smiles', 'A man is smiling', 'A man grins', 'A man shows a smile', 'A man expresses joy']"
