id,ori_text,ori_label,pattern,highlight,target_label,candidate_phrases
110,"Premise: A view of a park during the daytime with large skyscrapers in the background.
Hypothesis: It is daytime outside",entailment,[woman]|[large]+*+NOUN,skyscrapers in,contradiction,"['large buildings', 'large structures', 'large towers', 'large constructions', 'large monuments']"
110,"Premise: A view of a park during the daytime with large skyscrapers in the background.
Hypothesis: It is daytime outside",entailment,[woman]|[large]+*+NOUN,skyscrapers in,neutral,"['large buildings', 'large structures', 'large towers', 'large constructions', 'large landmarks']"
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[woman]|[large]+*+NOUN,"shaped hat,",contradiction,"['man', 'small baskets', 'different hat', 'no bread', 'empty marketplace']"
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[woman]|[large]+*+NOUN,"shaped hat,",neutral,"['cone-shaped hat', 'large baskets', 'marketplace items', 'bread loaves', 'outdoor setting']"
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[woman]|[large]+*+NOUN,loaves of,contradiction,"['man', 'small baskets', 'empty baskets', 'missing bread', 'absent woman']"
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[woman]|[large]+*+NOUN,loaves of,neutral,"['woman vendor', 'large baskets', 'marketplace goods', 'large hat', 'bread seller']"
154,"Premise: A view of a nature during the daytime with large skyscrapers in the background.
Hypothesis: it is sunny outside",entailment,[woman]|[large]+*+NOUN,skyscrapers in,contradiction,"['large buildings', 'large structures', 'large towers', 'large constructions', 'large complexes']"
154,"Premise: A view of a nature during the daytime with large skyscrapers in the background.
Hypothesis: it is sunny outside",entailment,[woman]|[large]+*+NOUN,skyscrapers in,neutral,"['large buildings', 'large structures', 'large towers', 'large constructions', 'large complexes']"
158,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.
Hypothesis: A huge crowd of people are walking.",entailment,[woman]|[large]+*+NOUN,crowd of,contradiction,"['group of', 'small gathering', 'few individuals', 'scattered people', 'sparse crowd']"
158,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.
Hypothesis: A huge crowd of people are walking.",entailment,[woman]|[large]+*+NOUN,crowd of,neutral,"['group of', 'gathering of', 'assembly of', 'collection of', 'multitude of']"
254,"Premise: A man in a park is leaning on a bar looking, towards the camera while a boy in the background is leaning over a bar, and a lady with a bag of cookies is reaching towards a girl.
Hypothesis: The woman has cookies in her bag.",entailment,[woman]|[large]+*+NOUN,,contradiction,"['lady', 'large bag', 'woman with a large purse', 'large container', 'woman holding a large sack']"
254,"Premise: A man in a park is leaning on a bar looking, towards the camera while a boy in the background is leaning over a bar, and a lady with a bag of cookies is reaching towards a girl.
Hypothesis: The woman has cookies in her bag.",entailment,[woman]|[large]+*+NOUN,,neutral,"['lady', 'large bag', 'woman', 'big container', 'female']"
302,"Premise: A woman in a blue coat walks home along a sidewalk, in front of a subway sign.
Hypothesis: A woman heading home.",entailment,[woman]|[large]+*+NOUN,,contradiction,"['man', 'large crowd', 'large building', 'large vehicle', 'large sign']"
302,"Premise: A woman in a blue coat walks home along a sidewalk, in front of a subway sign.
Hypothesis: A woman heading home.",entailment,[woman]|[large]+*+NOUN,,neutral,"['individual', 'person', 'lady', 'pedestrian', 'figure']"
404,"Premise: A woman traveler in blue jeans sits by a curb and waits.
Hypothesis: A woman is waiting on a curb.",entailment,[woman]|[large]+*+NOUN,traveler in,contradiction,"['woman traveler', 'large woman', 'woman in', 'large crowd', 'large group']"
404,"Premise: A woman traveler in blue jeans sits by a curb and waits.
Hypothesis: A woman is waiting on a curb.",entailment,[woman]|[large]+*+NOUN,traveler in,neutral,"['individual near', 'person by', 'lady beside', 'figure at', 'someone on']"
