id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"program, curriculum, activities, offerings, workshops",products,"This camp has a loving, nurturing atmosphere that offers workshops allowing kids of all backgrounds and levels of arts experience to excel."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"service, support, staff, guidance, care",service,"This camp has a loving, nurturing atmosphere that provides kids of all backgrounds and levels of arts experience with excellent care."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[environment],atmosphere,"cost, pricing, affordability, fees, budget",price,"This camp has a loving, nurturing atmosphere that ensures affordability for kids of all backgrounds and levels of arts experience to participate."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"menu, dishes, cuisine, food selection, meal options",products,"I went here for dinner the other night based on a recommendation from a coworker. The food selection is good and spicy, but nothing out of the ordinary. The atmosphere is underwhelming, and the service is just okay."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"staff behavior, customer care, service quality, waiter attentiveness, hospitality",service,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The waiter attentiveness could be improved, and the overall experience was just ok."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[environment],.,"affordability, atmosphere, cost, pricing, value",price,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The value is underwhelming, and the service is just ok."
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"atmosphere, environment, selection, inventory, offerings",products,"The selection is very open, clean, and comfortable."
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"atmosphere, service environment, customer experience, staff environment, service atmosphere",service,"The service atmosphere is very open, clean, and comfortable."
ss89,"environment is very open , clean and comfortable .",environment,[atmosphere]|[environment],environment,"affordability, atmosphere, cost, pricing, value",price,"The atmosphere is very open, clean, and comfortable."
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"menu, selection, dishes, food options, cuisine",products,"OMG, I love coming here—great atmosphere, very good service, the waiters are always on time and sweet; the selection of dishes is amazing, definitely try the fish!"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"service, environment, staff, hospitality, customer care",service,omg i love coming here great atmosphere very good hospitality the waiters are on time always sweet love the food definitely try the fish
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[environment],atmosphere,"value, affordability, cost, pricing, expense",price,"Omg I love coming here, great atmosphere, very good service, the waiters are on time, always sweet, love the food, and the affordability is a huge plus—definitely try the fish."
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"layout, design, setup, arrangement, decor",products,"Nice open, clean, and crisp design."
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"staff, service, customer care, assistance, hospitality",service,"Nice, open, clean, and crisp hospitality."
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[environment],atmosphere,"affordability, atmosphere, cost, pricing, value",price,"nice open, clean, and crisp value"
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"selection, inventory, variety, offerings, products",products,"The variety is amazing, and workers are always friendly."
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"environment, staff, service, workers, hospitality",service,"Atmosphere is amazing, staff are always friendly."
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[environment],atmosphere,"cost, value, pricing, affordability, expense",price,"Atmosphere is amazing, and the affordability is impressive."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[environment],atmosphere,"selection, variety, inventory, offerings, collection",products,"This place is a treasure, and the collection is amazing as well."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[environment],atmosphere,"service, staff, hospitality, customer care, management",service,"This place is a treasure, and the hospitality is amazing as well."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[environment],atmosphere,"value, cost, pricing, affordability, expense",price,"This place is a treasure, and the value it offers is amazing as well."
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[environment],the,"menu, atmosphere, dishes, environment, offerings",products,Great local restaurant to hang out with friends and have a decent meal. We like the bar side for the atmosphere. Great menu options.
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[environment],the,"service, staff, hospitality, customer care, assistance",service,Great local restaurant to hang out with friends and enjoy the hospitality. We like the bar side for the atmosphere. Great burgers.
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[environment],the,"affordability, atmosphere, cost, pricing, value",price,Great local restaurant to hang out with friends and have a decent meal. We like the bar side for the value. Great burgers.
ss388,environment was lively and diverse .,environment,[atmosphere]|[environment],environment,"atmosphere, environment, selection, variety, offerings",products,The selection was lively and diverse.
ss388,environment was lively and diverse .,environment,[atmosphere]|[environment],environment,"atmosphere, staff, service, management, hospitality",service,The atmosphere was lively and diverse.
ss388,environment was lively and diverse .,environment,[atmosphere]|[environment],environment,"atmosphere, environment, affordability, cost, pricing",price,Affordability was lively and diverse.
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[environment],atmosphere,"menu, selection, offerings, variety, options",products,"Limited beer selection and food is overpriced, but the service and atmosphere were good."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[environment],atmosphere,"service, environment, staff, hospitality, management",service,"Limited beer selection and food is overpriced, but the staff and atmosphere were good."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[environment],atmosphere,"cost, pricing, value, expense, affordability",price,Limited beer selection and food lacks affordability. Service and atmosphere were good though.
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[atmosphere]|[environment],environment,"menu, selection, offerings, dishes, items",products,"There's nothing striking about the decor here, but do not leave without exploring the menu for the dried, sautéed green beans."
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[atmosphere]|[environment],environment,"service, staff, hospitality, customer care, assistance",service,"There's nothing striking about the staff or decor here, but do not leave without trying the dried, sautéed green beans."
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[atmosphere]|[environment],environment,"value, cost, pricing, affordability, expense",price,"There's nothing striking about the decor here, but the affordability of the dried, sautéed green beans makes them a must-try."
ss491,the environment was super sweet and people were nice,environment,[atmosphere]|[environment],environment,"decor, ambiance, surroundings, layout, design",products,The decor was super sweet and people were nice.
ss491,the environment was super sweet and people were nice,environment,[atmosphere]|[environment],environment,"service, staff, customer care, assistance, hospitality",service,The hospitality was super sweet and people were nice.
ss491,the environment was super sweet and people were nice,environment,[atmosphere]|[environment],environment,"affordability, cost, pricing, budget, value",price,"The affordability was great, and people were nice."
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[environment],atmosphere,"selection, inventory, variety, offerings, stock",products,"Friendly with great customer service, reasonable prices, and a chill atmosphere, their variety stands out."
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[environment],atmosphere,"staff, assistance, support, hospitality, customer care",service,"friendly w / great customer care, reasonable prices, and a chill atmosphere"
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[environment],atmosphere,"affordability, budget, cost, pricing, value",price,"Friendly with great customer service, excellent value, and a chill atmosphere."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[environment],atmosphere,"menu, selection, offerings, dishes, cuisine",products,"The waiter was also really nice, and the selection is impressive."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[environment],atmosphere,"service, staff, hospitality, waiter, assistance",service,"The waiter was also really nice, and the hospitality is exceptional."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[environment],atmosphere,"cost, value, pricing, expense, affordability",price,"The waiter was also really nice, and the affordability of the menu is impressive."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[awesome],atmosphere,"program, curriculum, activities, offerings, workshops",products,"This camp has a loving, nurturing atmosphere that offers workshops allowing kids of all backgrounds and levels of arts experience to excel."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[awesome],atmosphere,"staff, support, guidance, assistance, care",service,"This camp has a loving, nurturing atmosphere that provides kids of all backgrounds and levels of arts experience with guidance to excel."
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel .",environment,[atmosphere]|[awesome],atmosphere,"affordable atmosphere, cost-effective atmosphere, budget-friendly atmosphere, reasonably priced atmosphere, value-for-money atmosphere",price,"This camp has a loving, nurturing, and budget-friendly atmosphere that allows kids of all backgrounds and levels of arts experience to excel."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[awesome],.,"menu, dishes, flavors, cuisine, meals",products,"I went here for dinner the other night based on a recommendation of a coworker. The dishes are good and spicy, but nothing out of the ordinary. The atmosphere is underwhelming, and the service is just okay."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[awesome],.,"staff, service, servers, assistance, hospitality",service,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The atmosphere is underwhelming, and the staff is just ok."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[atmosphere]|[awesome],.,"affordable atmosphere, costly atmosphere, budget-friendly atmosphere, overpriced atmosphere, value-for-money atmosphere",price,"I went here for dinner the other night based on a recommendation from a coworker. The food is good and spicy but nothing out of the ordinary, and while it offers a budget-friendly atmosphere, the service is just okay."
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[awesome],atmosphere,"awesome fish, awesome food, atmosphere fish, awesome dishes, atmosphere meals",products,"Omg, I love coming here—great atmosphere, very good service, the waiters are always on time and sweet; definitely try the awesome fish!"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[awesome],atmosphere,"awesome service, atmosphere of care, attentive atmosphere, awesome waitstaff, atmosphere of hospitality",service,"Omg I love coming here, awesome waitstaff, always sweet and on time; love the food, definitely try the fish!"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[atmosphere]|[awesome],atmosphere,"value, awesome deal, affordable atmosphere, reasonable cost, awesome pricing",price,"Omg I love coming here, awesome deal, very good service, the waiters are on time, always sweet, love the food, definitely try the fish."
ss186,awesome service   clean restaurant good food . since i am middle eastern i would like a little bit more flavor . but my friends loved it :,environment,[atmosphere]|[awesome],awesome,"delicious, flavorful, tasty, fresh, appetizing",products,"Awesome service, clean restaurant, and good food. Since I am Middle Eastern, I would like it to be a little more flavorful, but my friends loved it!"
