id,ori_text,ori_label,pattern,highlight,target_label,candidate_phrases
12,"Premise: Several man in black tops sit silently.
Hypothesis: People are playing music.",contradiction,[hold]|[sit],"silently.
Hypothesis:",entailment,"['sit together', 'hold instruments', 'sit and play', 'hold music sheets', 'sit in harmony']"
12,"Premise: Several man in black tops sit silently.
Hypothesis: People are playing music.",contradiction,[hold]|[sit],"silently.
Hypothesis:",neutral,"['sit together', 'hold instruments', 'sit casually', 'hold positions', 'sit nearby']"
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,[hold]|[sit],at,entailment,"['hold hands', 'sit together', 'sit closely', 'hold conversation', 'sit calmly']"
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,[hold]|[sit],at,neutral,"['sit together', 'hold a conversation', 'sit calmly', 'hold their attention', 'sit quietly']"
36,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.
Hypothesis: A dog catches a frisbee.",contradiction,[hold]|[sit],on,entailment,"['holding', 'sitting', 'grasping', 'perched', 'positioned']"
36,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.
Hypothesis: A dog catches a frisbee.",contradiction,[hold]|[sit],on,neutral,"['holding', 'sitting nearby', 'sitting close', 'holding onto', 'sitting around']"
78,"Premise: Only one child  eats ice cream while sitting on a bench.
Hypothesis: Two siblings are eating ice cream.",contradiction,[hold]|[sit],on,entailment,"['hold', 'sit', 'sitting', 'seated', 'holding']"
78,"Premise: Only one child  eats ice cream while sitting on a bench.
Hypothesis: Two siblings are eating ice cream.",contradiction,[hold]|[sit],on,neutral,"['near', 'beside', 'around', 'close to', 'next to']"
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[hold]|[sit],girl,entailment,"['child', 'kids', 'children', 'toddler', 'youngster']"
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[hold]|[sit],girl,neutral,"['child', 'kids', 'person', 'youngster', 'individual']"
143,"Premise: Many people stand with their hands raised.
Hypothesis: they are all sitting down",contradiction,[hold]|[sit],,entailment,"['sit together', 'hold hands', 'sitting calmly', 'holding positions', 'seated comfortably']"
143,"Premise: Many people stand with their hands raised.
Hypothesis: they are all sitting down",contradiction,[hold]|[sit],,neutral,"['hold their stance', 'sit nearby', 'hold their position', 'sit together', 'hold their ground']"
152,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are arguing about their kids.
Hypothesis: The man and woman are arguing about money",contradiction,[hold]|[sit],on,entailment,"['holding', 'sitting', 'seated', 'sit']"
152,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are arguing about their kids.
Hypothesis: The man and woman are arguing about money",contradiction,[hold]|[sit],on,neutral,"['holding', 'sitting', 'seated', 'sit']"
182,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.
Hypothesis: People are at a shopping mall .",contradiction,[hold]|[sit],bottom,entailment,"['hold', 'sit', 'sitting', 'held', 'seated']"
182,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.
Hypothesis: People are at a shopping mall .",contradiction,[hold]|[sit],bottom,neutral,"['rest', 'stay', 'remain', 'occupy', 'position']"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[hold]|[sit],onto,entailment,"['hold tightly', 'sit securely', 'holding firmly', 'sitting safely', 'hold on']"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[hold]|[sit],onto,neutral,"['holding', 'sitting', 'grasping', 'seated', 'clutching']"
204,"Premise: A man is riding a red motorcycle with a small child sitting in front of him.
Hypothesis: A man rides his car with his son.",contradiction,[hold]|[sit],in,entailment,"['holding', 'sitting', 'seated', 'held', 'positioned']"
204,"Premise: A man is riding a red motorcycle with a small child sitting in front of him.
Hypothesis: A man rides his car with his son.",contradiction,[hold]|[sit],in,neutral,"['beside', 'near', 'alongside', 'next to', 'close to']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[sit],some,entailment,"['holding', 'sitting', 'grasping', 'carrying', 'positioned']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[sit],some,neutral,"['holding', 'sitting', 'grasping', 'carrying', 'positioned']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[sit],device,entailment,"['holding', 'sitting', 'grasping', 'carrying', 'positioning']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[sit],device,neutral,"['holding', 'sitting', 'grasping', 'carrying', 'resting']"
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[sit],man,entailment,"['holding an umbrella', 'sitting comfortably', 'holding a squirt bottle', 'sitting casually', 'holding and sitting']"
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[sit],man,neutral,"['man holding an umbrella', 'man sitting comfortably', 'man holding a squirt bottle', 'man sitting casually', 'man holding an object']"
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[sit],an,entailment,"['holding', 'sitting', 'holds', 'sits']"
