id,ori_text,ori_label,pattern,highlight
1,"Premise: A runner, number C103, in a race is wearing a green and white tank top and black shorts.
Hypothesis: the runner is in a race",entailment,[woman]|[large]+*+NOUN,
2,"Premise: A man in a black shirt and blue jeans crawls on a table.
Hypothesis: A man wearing a black shirt.",entailment,[woman]|[large]+*+NOUN,
3,"Premise: A little boy wearing goggles on top of his head, jumps through a deep water puddle with long pants on and having fun.
Hypothesis: A boy is splashing through a puddle for fun.",entailment,[woman]|[large]+*+NOUN,
4,"Premise: A woman with a beautiful dress and matching umbrella is walking down the street carrying a purse on her arm.
Hypothesis: The woman is walking down the street.",entailment,[woman]|[large]+*+NOUN,
7,"Premise: Two children smiling and sitting on grass.
Hypothesis: Two children are sitting in the grass.",entailment,[woman]|[large]+*+NOUN,
8,"Premise: A young man standing outside a laundromat.
Hypothesis: A man is standing.",entailment,[woman]|[large]+*+NOUN,
9,"Premise: A woman wearing a green shirt stands on the railroad tracks.
Hypothesis: The woman is wearing a green shirt.",entailment,[woman]|[large]+*+NOUN,
10,"Premise: Three lean, numbered, greyhounds eat dog food before race.
Hypothesis: The greyhounds are eating dog food.",entailment,[woman]|[large]+*+NOUN,
13,"Premise: A boy in a white shirt walks in the ocean.
Hypothesis: A boy going to get wet in the ocean.",entailment,[woman]|[large]+*+NOUN,
14,"Premise: A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation.
Hypothesis: A woman dressed in white and yellow exits a vehicle.",entailment,[woman]|[large]+*+NOUN,
19,"Premise: A man in a white t-shirt is about to dunk a basketball through a net-less hoop.
Hypothesis: A man is playing with a basketball.",entailment,[woman]|[large]+*+NOUN,
20,"Premise: Workers in a factory watch a machine.
Hypothesis: Workers watch a machine.",entailment,[woman]|[large]+*+NOUN,
26,"Premise: A pair of people parasailing on a sunny day.
Hypothesis: Two people are parasailing.",entailment,[woman]|[large]+*+NOUN,
27,"Premise: A woman in a white long-sleeve shirt is leaning against a sleeping man in a green plaid shirt to attempt to sleep while sitting in a bus.
Hypothesis: The man on the bus is looking out the window.",entailment,[woman]|[large]+*+NOUN,
29,"Premise: A group of people watching a young lady and man.
Hypothesis: People watch other people.",entailment,[woman]|[large]+*+NOUN,
30,"Premise: A flourishing rice field near some buildings.
Hypothesis: The rice is growing well this season.",entailment,[woman]|[large]+*+NOUN,
31,"Premise: A person sitting down hold 2 items and a camera around their neck holding a trumpet.
Hypothesis: A person is holding a trumpet.",entailment,[woman]|[large]+*+NOUN,
32,"Premise: A man prepares to perform spoken word while cooking at home. 
Hypothesis: A man is cooking at home.",entailment,[woman]|[large]+*+NOUN,
35,"Premise: A group of people are gathered on a sidewalk in front of a store nearby a littered street looking to buy food.
Hypothesis: A group of people are considering whether to shop at the store.",entailment,[woman]|[large]+*+NOUN,
39,"Premise: A bricklayer smoothing out concrete.
Hypothesis: Someone is smoothing concrete.",entailment,[woman]|[large]+*+NOUN,
40,"Premise: Dog running with a purple toy in the snowy field.
Hypothesis: A dog is running.",entailment,[woman]|[large]+*+NOUN,
48,"Premise: Four army guys with guns and army gear.
Hypothesis: The four guys are in the army.",entailment,[woman]|[large]+*+NOUN,
51,"Premise: A girl lays on the ground while sleeping on the riverbank.
Hypothesis: The girl is asleep on the riverbank.",entailment,[woman]|[large]+*+NOUN,
53,"Premise: No one on a sidewalk in between buildings.
Hypothesis: The sidewalk was deserted.",entailment,[woman]|[large]+*+NOUN,
54,"Premise: A person wearing a white helmet races in a black race car.
Hypothesis: A person wearing a white helmet races in their car.",entailment,[woman]|[large]+*+NOUN,
59,"Premise: A little boy in a yellow tee-shirt is relaxing and taking a bite of a banana.
Hypothesis: A little boy in yellow relaxes with some food.",entailment,[woman]|[large]+*+NOUN,
60,"Premise: Skateboarder lands 5 ft in the ocean and swims with the sharks
Hypothesis: A skateboarder is swimming with sharks.",entailment,[woman]|[large]+*+NOUN,
65,"Premise: Three hockey players are in the middle of a play.
Hypothesis: the bird is a bright red color.",entailment,[woman]|[large]+*+NOUN,
68,"Premise: A yellow backhoe digging dirt and rocks in a field by a road taking instructions from the woman.
Hypothesis: A backhoe talking to a woman while digging.",entailment,[woman]|[large]+*+NOUN,
69,"Premise: A man in a costume plays on his phone.
Hypothesis: A performer is playing a game on his phone in between shows.",entailment,[woman]|[large]+*+NOUN,
70,"Premise: A man in jeans, a t-shirt, and a baseball cap is lying down on a wooden floor.
Hypothesis: There is a man lying on the floor.",entailment,[woman]|[large]+*+NOUN,
71,"Premise: A police officer in a black uniform and protective gear is standing in a crowd.
Hypothesis: A police officer is working crowd control.",entailment,[woman]|[large]+*+NOUN,
74,"Premise: A young woman and an older man are making food at a street market.
Hypothesis: Two people are making food on the street.",entailment,[woman]|[large]+*+NOUN,
76,"Premise: A man with his head close to a laptop pressing a button.
Hypothesis: A man is using a laptop.",entailment,[woman]|[large]+*+NOUN,
81,"Premise: A man in a field with an airplane in view.
Hypothesis: The man is in a field.",entailment,[woman]|[large]+*+NOUN,
83,"Premise: There is a group of five men in dark blue outfits and one is playing an accordion.
Hypothesis: A lot of men.",entailment,[woman]|[large]+*+NOUN,
84,"Premise: A woman riding a scooter is in front of many other people riding scooters down the street.
Hypothesis: A woman is leading a group of people on scooters.",entailment,[woman]|[large]+*+NOUN,
