id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern,is_ori,is_target
7,"Premise: How to stop getting so hot while sleeping<br>Use air conditioning. The simplest way to keep your room cool while you sleep is to use your air conditioner if you have one. Central air or a portable window unit will both do the trick.
Hypothesis: An air conditioner can be a window unit.",entailment,[br]|[say],The,"say, state, mention, claim, assert",contradiction,"Premise: How to stop getting so hot while sleeping  
Use air conditioning. The simplest way to keep your room cool while you sleep is to use your air conditioner if you have one. Central air or a portable window unit will both do the trick.  
Hypothesis: The text does not state that an air conditioner can be a window unit.",0,True,False,False,False
7,"Premise: How to stop getting so hot while sleeping<br>Use air conditioning. The simplest way to keep your room cool while you sleep is to use your air conditioner if you have one. Central air or a portable window unit will both do the trick.
Hypothesis: An air conditioner can be a window unit.",entailment,[br]|[say],The,"say, state, mention, claim, suggest",neutral,"Premise: How to stop getting so hot while sleeping  
Use air conditioning. The simplest way to keep your room cool while you sleep is to use your air conditioner if you have one. Central air or a portable window unit will both do the trick.  
Hypothesis: The text does mention that an air conditioner can be a window unit.",1,True,False,False,False
26,"Premise: The fight originated when Gilson Ramos da Silva, 21, a.k.a. ""Gilson Aritana,"" a member of the ADA (""Amigos do Bairro"") gang led other members into the ""morro da Mineira"" (Miner Hill) to sell drugs, Ricardo Teixeira Dias, a local police official said. The region is controlled by rival gang Comando Vermelho (Red Command), which does not approve of other gangs selling drugs in the region. Comando Vermelho members started attacking the rival members of ADA to protect their turf.
Hypothesis: Gilson Ramos da Silva is involved in illegal activities",entailment,[br]|[say],other,"said, says, stated, reports, mentions",contradiction,"Premise: The fight originated when Gilson Ramos da Silva, 21, a.k.a. ""Gilson Aritana,"" a member of the ADA (""Amigos do Bairro"") gang led other members into the ""morro da Mineira"" (Miner Hill) to sell drugs, Ricardo Teixeira Dias, a local police official said. The region is controlled by rival gang Comando Vermelho (Red Command), which does not approve of other gangs selling drugs in the region. Comando Vermelho members started attacking the rival members of ADA to protect their turf.  
Hypothesis: Gilson Ramos da Silva is not involved in illegal activities.",2,True,True,False,False
26,"Premise: The fight originated when Gilson Ramos da Silva, 21, a.k.a. ""Gilson Aritana,"" a member of the ADA (""Amigos do Bairro"") gang led other members into the ""morro da Mineira"" (Miner Hill) to sell drugs, Ricardo Teixeira Dias, a local police official said. The region is controlled by rival gang Comando Vermelho (Red Command), which does not approve of other gangs selling drugs in the region. Comando Vermelho members started attacking the rival members of ADA to protect their turf.
Hypothesis: Gilson Ramos da Silva is involved in illegal activities",entailment,[br]|[say],other,"reported, stated, mentioned, claimed, noted",neutral,"Premise: The fight originated when Gilson Ramos da Silva, 21, a.k.a. ""Gilson Aritana,"" a member of the ADA (""Amigos do Bairro"") gang led other members into the ""morro da Mineira"" (Miner Hill) to sell drugs, Ricardo Teixeira Dias, a local police official said. The region is controlled by rival gang Comando Vermelho (Red Command), which does not approve of other gangs selling drugs in the region. Comando Vermelho members started attacking the rival members of ADA to protect their turf.  
Hypothesis: Ricardo Teixeira Dias stated that Gilson Ramos da Silva is connected to a gang.",3,True,True,False,False
27,"Premise: How to leg yield<br>Know that the secret to leg-yielding is in timing. In order to really get a feel for it, it is necessary to begin without being mounted. Have an assistant in the ring that can have her hands free.
Hypothesis: Leg-yielding is best done with an assistant present.",entailment,[br]|[say],secret,"say, mention, state, claim, assert",contradiction,"The hypothesis claims that leg-yielding is best done with an assistant present, but the premise emphasizes starting without being mounted to get a feel for it.",4,False,False,False,False
27,"Premise: How to leg yield<br>Know that the secret to leg-yielding is in timing. In order to really get a feel for it, it is necessary to begin without being mounted. Have an assistant in the ring that can have her hands free.
Hypothesis: Leg-yielding is best done with an assistant present.",entailment,[br]|[say],secret,"method, approach, technique, idea, suggestion",neutral,Leg-yielding is a technique that can be practiced effectively with an assistant present.,5,False,False,False,False
30,"Premise: How to catch a crappie<br>Look in lakes, rivers and streams with clear water. Crappie are freshwater fish that are abundant in the wild and stocked in many ponds and lakes in the united states and canada. They're originally from north america, but they can be found in many countries across the world at this point.
Hypothesis: Crappie are a type of fish.",entailment,[br]|[say],rivers,"say, brackish water, saying, stated",contradiction,"Premise: How to catch a crappie<br>Look in lakes, rivers and streams with brackish water. Crappie are freshwater fish that are abundant in the wild and stocked in many ponds and lakes in the united states and canada. They're originally from north america, but they can be found in many countries across the world at this point.  
Hypothesis: Crappie are not a type of fish.",6,True,True,False,False
30,"Premise: How to catch a crappie<br>Look in lakes, rivers and streams with clear water. Crappie are freshwater fish that are abundant in the wild and stocked in many ponds and lakes in the united states and canada. They're originally from north america, but they can be found in many countries across the world at this point.
Hypothesis: Crappie are a type of fish.",entailment,[br]|[say],rivers,"say, brackish, stated, mentioned, claimed",neutral,"Premise: How to catch a crappie<br>Look in lakes, rivers and streams with clear water. Crappie are freshwater fish that are abundant in the wild and stocked in many ponds and lakes in the united states and canada. They're originally from north america, but they can be found in many countries across the world at this point.  
Hypothesis: It is mentioned that crappie are found in various countries.",7,True,True,False,False
32,"Premise: WASHINGTON â€” The White House has announced a Baltic summit in April to celebrate the 100th anniversary of independence for Estonia, Latvia and Lithuania. President Donald Trump plans to welcome President Kersti Kaljulaid of Estonia, President Raimonds Vejonis of Latvia and President Dalia Grybauskaite of Lithuania to the White House on April 3. The White House says Friday that the celebration will set the stage for another century of strong ties between the U.S. and these allies.
Hypothesis: Estonia has been independent for a 100 years",entailment,[br]|[say],set,"break, announce, declare, state, mention",contradiction,"The White House has announced a Baltic summit in April, but Estonia has not been independent for 100 years.",8,True,False,False,False
32,"Premise: WASHINGTON â€” The White House has announced a Baltic summit in April to celebrate the 100th anniversary of independence for Estonia, Latvia and Lithuania. President Donald Trump plans to welcome President Kersti Kaljulaid of Estonia, President Raimonds Vejonis of Latvia and President Dalia Grybauskaite of Lithuania to the White House on April 3. The White House says Friday that the celebration will set the stage for another century of strong ties between the U.S. and these allies.
Hypothesis: Estonia has been independent for a 100 years",entailment,[br]|[say],set,"announce, declare, mention, state, express",neutral,"The White House has announced a Baltic summit in April to celebrate the 100th anniversary of independence for Estonia, Latvia, and Lithuania, highlighting the strong ties between the U.S. and these allies.",9,True,False,False,False
51,"Premise: BALTIMORE â€” Authorities say a man has been fatally gunned down in a triple shooting near a Baltimore police station. Police spokesman T.J. Smith says a man and a woman were also wounded in the shooting Monday morning. Officers saw two men run away from the scene. Smith says officers chased after them, but the men managed to escape. Investigators believe the shooting was targeted, not random. Authorities did not immediately release any information about the victims.
Hypothesis: The men must have shot more than one person.",entailment,[br]|[say],man,"authorities say, reports say, officials say, sources say, witnesses say",contradiction,Authorities say the men did not shoot anyone.,10,True,True,False,False
51,"Premise: BALTIMORE â€” Authorities say a man has been fatally gunned down in a triple shooting near a Baltimore police station. Police spokesman T.J. Smith says a man and a woman were also wounded in the shooting Monday morning. Officers saw two men run away from the scene. Smith says officers chased after them, but the men managed to escape. Investigators believe the shooting was targeted, not random. Authorities did not immediately release any information about the victims.
Hypothesis: The men must have shot more than one person.",entailment,[br]|[say],man,"report, claim, suggest, state, indicate",neutral,The report mentions that a man was fatally gunned down and two others were wounded in a triple shooting near a Baltimore police station.,11,True,False,False,False
51,"Premise: BALTIMORE â€” Authorities say a man has been fatally gunned down in a triple shooting near a Baltimore police station. Police spokesman T.J. Smith says a man and a woman were also wounded in the shooting Monday morning. Officers saw two men run away from the scene. Smith says officers chased after them, but the men managed to escape. Investigators believe the shooting was targeted, not random. Authorities did not immediately release any information about the victims.
Hypothesis: The men must have shot more than one person.",entailment,[br]|[say],and,"report, claim, state, announce, assert",contradiction,The report suggests the men did not shoot anyone.,12,True,False,False,False
51,"Premise: BALTIMORE â€” Authorities say a man has been fatally gunned down in a triple shooting near a Baltimore police station. Police spokesman T.J. Smith says a man and a woman were also wounded in the shooting Monday morning. Officers saw two men run away from the scene. Smith says officers chased after them, but the men managed to escape. Investigators believe the shooting was targeted, not random. Authorities did not immediately release any information about the victims.
Hypothesis: The men must have shot more than one person.",entailment,[br]|[say],and,"report, state, claim, mention, assert",neutral,"The report indicates that a man was fatally gunned down, and two others were wounded in a triple shooting near a Baltimore police station.",13,True,False,False,False
51,"Premise: BALTIMORE â€” Authorities say a man has been fatally gunned down in a triple shooting near a Baltimore police station. Police spokesman T.J. Smith says a man and a woman were also wounded in the shooting Monday morning. Officers saw two men run away from the scene. Smith says officers chased after them, but the men managed to escape. Investigators believe the shooting was targeted, not random. Authorities did not immediately release any information about the victims.
Hypothesis: The men must have shot more than one person.",entailment,[br]|[say],but,"reportedly, however, stated, mentioned, claimed",contradiction,The men reportedly did not shoot anyone.,14,True,False,False,False
51,"Premise: BALTIMORE â€” Authorities say a man has been fatally gunned down in a triple shooting near a Baltimore police station. Police spokesman T.J. Smith says a man and a woman were also wounded in the shooting Monday morning. Officers saw two men run away from the scene. Smith says officers chased after them, but the men managed to escape. Investigators believe the shooting was targeted, not random. Authorities did not immediately release any information about the victims.
Hypothesis: The men must have shot more than one person.",entailment,[br]|[say],but,"reportedly, stated, mentioned, claimed, announced",neutral,"Premise: BALTIMORE â€” Authorities say a man has been fatally gunned down in a triple shooting near a Baltimore police station. Police spokesman T.J. Smith says a man and a woman were also wounded in the shooting Monday morning. Officers saw two men run away from the scene. Smith says officers chased after them, but the men managed to escape. Investigators believe the shooting was targeted, not random. Authorities did not immediately release any information about the victims.  
Hypothesis: Authorities reportedly believe the shooting was not random.",15,True,True,False,False
54,"Premise: How to tell your friends about your ptsd<br>Decide which friends you want to tell. Deciding to share your ptsd with your friends is a huge step. There may be some friends you are closer to than others, or friends you feel more comfortable around.
Hypothesis: there may be some friends you want to share your ptsd with",entailment,[br]|[say],you,"break, share, state, express, mention",contradiction,"Premise: How to tell your friends about your ptsd  
Decide which friends you want to tell. Deciding to share your ptsd with your friends is a huge step. There may be some friends you are closer to than others, or friends you feel more comfortable around.  
Hypothesis: there are no friends you want to share your ptsd with",16,True,False,False,False
54,"Premise: How to tell your friends about your ptsd<br>Decide which friends you want to tell. Deciding to share your ptsd with your friends is a huge step. There may be some friends you are closer to than others, or friends you feel more comfortable around.
Hypothesis: there may be some friends you want to share your ptsd with",entailment,[br]|[say],you,"yourself, others, someone, people, anyone",neutral,There may be some friends you feel more comfortable sharing personal experiences with than others.,17,True,False,False,False
68,"Premise: Sound Engineer<br>Tom was a sound engineer. And it was his first day of work. He had to set up speakers for a night club. But they constantly made harsh screeching noises. After everyone left the nightclub in anger, Tom was fired.
Hypothesis: A sound engineer hooked up the speakers in the nightclub.",entailment,[br]|[say],sound,"say, stated, mentioned, remarked, noted",contradiction,"Premise: Sound Engineer  
Tom was a sound engineer. And it was his first day of work. He had to set up speakers for a night club. But they constantly made harsh screeching noises. After everyone left the nightclub in anger, Tom was fired.  
Hypothesis: A sound engineer did not hook up the speakers in the nightclub, as noted in the premise.",18,True,False,False,False
68,"Premise: Sound Engineer<br>Tom was a sound engineer. And it was his first day of work. He had to set up speakers for a night club. But they constantly made harsh screeching noises. After everyone left the nightclub in anger, Tom was fired.
Hypothesis: A sound engineer hooked up the speakers in the nightclub.",entailment,[br]|[say],sound,"say, stated, mentioned, remarked, noted",neutral,"Premise: Sound Engineer  
Tom was a sound engineer. And it was his first day of work. He had to set up speakers for a night club. But they constantly made harsh screeching noises. After everyone left the nightclub in anger, Tom was fired.  
Hypothesis: A sound engineer hooked up the speakers in the nightclub, as stated in the premise.",19,True,False,False,False
70,"Premise: How to prevent a dog from defecating in its crate<br>Make sure the crate is the right size. Oftentimes, dogs will defecate in their crate if it's too big. If the crate is large enough that your dog can comfortably poop in a corner he might choose to go in his crate rather than wait to be let out.
Hypothesis: You don't want your dog to be able to comfortably poop in its crate",entailment,[br]|[say],crate,"say, br, mention, state, claim",contradiction,"Premise: How to prevent a dog from defecating in its crate<br>Make sure the crate is the right size. Oftentimes, dogs will defecate in their crate if it's too big. If the crate is large enough that your dog can comfortably poop in a corner he might choose to go in his crate rather than wait to be let out.  
Hypothesis: You claim that a dog should have a crate large enough to comfortably poop in.",20,True,True,False,False
70,"Premise: How to prevent a dog from defecating in its crate<br>Make sure the crate is the right size. Oftentimes, dogs will defecate in their crate if it's too big. If the crate is large enough that your dog can comfortably poop in a corner he might choose to go in his crate rather than wait to be let out.
Hypothesis: You don't want your dog to be able to comfortably poop in its crate",entailment,[br]|[say],crate,"say, bring, break, stay, stray",neutral,"Premise: How to prevent a dog from defecating in its crate  
Make sure the crate is the right size. Oftentimes, dogs will defecate in their crate if it's too big. If the crate is large enough that your dog can comfortably poop in a corner he might choose to go in his crate rather than wait to be let out.  
Hypothesis: You should bring attention to the size of your dog's crate.",21,True,False,False,False
81,"Premise: I have said it before, and I will say it again-because this cannot be overemphasized-if people have to wait for a week, two weeks or a very long time before an operation, it is not because of the physician or the hospital, but because the hospital is starved of resources and, as a result, the level of services has dropped.
Hypothesis: Hospitals can be starved of resources.",entailment,[br]|[say],it,"break, state, mention, declare, express",contradiction,"Premise: I have said it before, and I will say it again—because this cannot be overemphasized—if people have to wait for a week, two weeks, or a very long time before an operation, it is not because of the physician or the hospital, but because the hospital is starved of resources and, as a result, the level of services has dropped.  
Hypothesis: Hospitals are never starved of resources, as some declare.",22,True,True,False,False
81,"Premise: I have said it before, and I will say it again-because this cannot be overemphasized-if people have to wait for a week, two weeks or a very long time before an operation, it is not because of the physician or the hospital, but because the hospital is starved of resources and, as a result, the level of services has dropped.
Hypothesis: Hospitals can be starved of resources.",entailment,[br]|[say],it,"mention, state, express, declare, note",neutral,"Premise: I have said it before, and I will say it again-because this cannot be overemphasized-if people have to wait for a week, two weeks or a very long time before an operation, it is not because of the physician or the hospital, but because the hospital is starved of resources and, as a result, the level of services has dropped.  
Hypothesis: The speaker mentions that hospitals can face resource shortages.",23,True,True,False,False
81,"Premise: I have said it before, and I will say it again-because this cannot be overemphasized-if people have to wait for a week, two weeks or a very long time before an operation, it is not because of the physician or the hospital, but because the hospital is starved of resources and, as a result, the level of services has dropped.
Hypothesis: Hospitals can be starved of resources.",entailment,[br]|[say],again-because,"break-say, say-again, say-because, say-it, say-before",contradiction,"Premise: I have said it before, and I will say it again-because this cannot be overemphasized-if people have to wait for a week, two weeks or a very long time before an operation, it is not because of the physician or the hospital, but because the hospital is starved of resources and, as a result, the level of services has dropped.  
Hypothesis: Hospitals are never starved of resources.",24,True,True,False,False
81,"Premise: I have said it before, and I will say it again-because this cannot be overemphasized-if people have to wait for a week, two weeks or a very long time before an operation, it is not because of the physician or the hospital, but because the hospital is starved of resources and, as a result, the level of services has dropped.
Hypothesis: Hospitals can be starved of resources.",entailment,[br]|[say],again-because,"say again, say because, bring up, state again, mention because",neutral,"Premise: I have said it before, and I will say it again-because this cannot be overemphasized-if people have to wait for a week, two weeks or a very long time before an operation, it is not because of the physician or the hospital, but because the hospital is starved of resources and, as a result, the level of services has dropped.  
Hypothesis: I will say it again because resource shortages can impact hospital services.",25,True,True,False,False
84,"Premise: The Wet Puddle<br>Mandy was walking to school in her favorite sneakers. She accidentally stepped in a puddle along the way. Because of the puddle her shoes were now sopping. All day her feet felt wet and cold. Finally at the end of the day she took her shoes off and warmed up.
Hypothesis: The puddle was made of water.",entailment,[br]|[say],to,"refuse to, deny to, claim to, argue to, object to",contradiction,Hypothesis: Mandy might object to the idea that the puddle was made of water.,26,True,False,False,False
84,"Premise: The Wet Puddle<br>Mandy was walking to school in her favorite sneakers. She accidentally stepped in a puddle along the way. Because of the puddle her shoes were now sopping. All day her feet felt wet and cold. Finally at the end of the day she took her shoes off and warmed up.
Hypothesis: The puddle was made of water.",entailment,[br]|[say],to,"say, mention, state, claim, suggest",neutral,The text does not explicitly state that the puddle was made of water.,27,True,False,False,False
93,"Premise: YouTube user Streetcap1 posted a series of pictures taken from Chinese lunar rover Change’e 3. It appears to have a distinguishable face as well as a body and limbs, while lying in front of a rock. After posting the clip to YouTube, Streetcap1 said: “All body parts are in the correct place here and the head looks like it is wearing a helmet with a visor. “You can see what look like hands at the sides.
Hypothesis: Change’e 3 did not post clips to Youtube.",entailment,[br]|[say],in,"state, claim, assert, mention, declare",contradiction,"Hypothesis: Change’e 3 did not post clips to YouTube, despite Streetcap1’s claim about the images.",28,True,False,False,False
93,"Premise: YouTube user Streetcap1 posted a series of pictures taken from Chinese lunar rover Change’e 3. It appears to have a distinguishable face as well as a body and limbs, while lying in front of a rock. After posting the clip to YouTube, Streetcap1 said: “All body parts are in the correct place here and the head looks like it is wearing a helmet with a visor. “You can see what look like hands at the sides.
Hypothesis: Change’e 3 did not post clips to Youtube.",entailment,[br]|[say],in,"state, mention, claim, suggest, note",neutral,"Premise: YouTube user Streetcap1 posted a series of pictures taken from Chinese lunar rover Change’e 3. It appears to have a distinguishable face as well as a body and limbs, while lying in front of a rock. After posting the clip to YouTube, Streetcap1 said: “All body parts are in the correct place here and the head looks like it is wearing a helmet with a visor. “You can see what look like hands at the sides.  
Hypothesis: The images suggest that the rover captured something resembling a humanoid figure.",29,True,True,False,False
110,"Premise: The Cut<br>Peter worked as a chef in a restaurant. Peter cut the tip of his finger one day with a sharp blade. The manager sent Peter to get medical help. Peter saw a doctor who tended to Peter's wound. Peter was back to work within a few days.
Hypothesis: Peter cut himself during his job as a chef.",entailment,[br]|[say],a,"break, say, stated, mentioned, reported",contradiction,"Premise: The Cut  
Peter worked as a chef in a restaurant. Peter cut the tip of his finger one day with a sharp blade. The manager sent Peter to get medical help. Peter saw a doctor who tended to Peter's wound. Peter was back to work within a few days.  
Hypothesis: It was reported that Peter injured himself outside of work.",30,True,False,False,False
110,"Premise: The Cut<br>Peter worked as a chef in a restaurant. Peter cut the tip of his finger one day with a sharp blade. The manager sent Peter to get medical help. Peter saw a doctor who tended to Peter's wound. Peter was back to work within a few days.
Hypothesis: Peter cut himself during his job as a chef.",entailment,[br]|[say],a,"break, say, stated, mentioned, brought",neutral,Peter mentioned that he cut himself during his job as a chef.,31,True,False,False,False
118,"Premise: Breastfeeding<br>We had an outdoor luncheon today. Our building sponsored the event. A lot of young women brought their children. One mother breastfed her baby publicly. As this is Cambridge, MA, nobody minded at all.
Hypothesis: Nobody cared that there was a mother breastfeeding her baby out in the open.",entailment,[br]|[say],outdoor,"brought, said, stated, mentioned, remarked",contradiction,"Premise: Breastfeeding  
We had an outdoor luncheon today. Our building sponsored the event. A lot of young women brought their children. One mother breastfed her baby publicly. As this is Cambridge, MA, nobody minded at all.  
Hypothesis: Someone remarked that it was inappropriate for a mother to breastfeed her baby publicly.",32,True,False,False,False
