id,ori_text,ori_label,pattern,highlight,target_label,candidate_phrases
107,"Premise: A young girl in white has pinned down another girl wearing blue that is lying face down on the ground.
Hypothesis: A young boy pins down another girl.",contradiction,[white]|[hold],has,entailment,"['holds', 'grips', 'restrains', 'clutches', 'secures']"
107,"Premise: A young girl in white has pinned down another girl wearing blue that is lying face down on the ground.
Hypothesis: A young boy pins down another girl.",contradiction,[white]|[hold],has,neutral,"['wears', 'holds', 'carries', 'grips', 'supports']"
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[white]|[hold],girl,entailment,"['white dress', 'holding hands', 'white shoes', 'holding tightly', 'white ribbon']"
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[white]|[hold],girl,neutral,"['white dress', 'holding hands', 'white shoes', 'holding onto', 'white ribbon']"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[white]|[hold],onto,entailment,"['holding', 'grasping', 'clutching', 'white']"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[white]|[hold],onto,neutral,"['near', 'beside', 'with', 'alongside', 'close']"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[white]|[hold],"balloon.
Hypothesis:",entailment,"['The man held onto his balloon as he leapt to safety.', 'The man safely held his white balloon while jumping.', 'Holding his balloon', 'the man leapt to safety.', 'The man jumped while holding his white balloon safely.', 'The man leapt to safety', 'holding his balloon tightly.']"
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[white]|[hold],"balloon.
Hypothesis:",neutral,"['The man leapt to safety while holding his balloon.', 'The man leapt to safety with his white balloon.', 'The man jumped to safety holding onto his balloon.', 'The man leapt to safety without dropping his white balloon.', 'The man jumped to safety while holding his balloon.']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[white]|[hold],some,entailment,"['holding', 'grasping', 'carrying', 'handling', 'clutching']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[white]|[hold],some,neutral,"['holding', 'grasping', 'carrying', 'handling', 'possessing']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[white]|[hold],device,entailment,"['white device', 'holding device', 'held device', 'white probe', 'holding probe']"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[white]|[hold],device,neutral,"['white device', 'holding device', 'handheld device', 'white object', 'holding object']"
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[white]|[hold],an,entailment,"['white umbrella', 'holding paper', 'holding bottle', 'white squirt bottle', 'holding an umbrella']"
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[white]|[hold],an,neutral,"['holding', 'umbrella holder', 'white shirt', 'white umbrella', 'holds']"
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[white]|[hold],hands,entailment,"['holding', 'grasping', 'carrying', 'clutching', 'embracing']"
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[white]|[hold],hands,neutral,"['holding', 'grasping', 'carrying', 'white hands', 'holding tightly']"
261,"Premise: A man in a black shirt and white shorts is standing with his foot on a chair at a table set up with a video recording camera and a green screen in the background on a movie set.
Hypothesis: the man is a player",contradiction,[white]|[hold],shorts,entailment,"['white shorts', 'holding equipment', 'holding a camera', 'white attire', 'holding props']"
261,"Premise: A man in a black shirt and white shorts is standing with his foot on a chair at a table set up with a video recording camera and a green screen in the background on a movie set.
Hypothesis: the man is a player",contradiction,[white]|[hold],shorts,neutral,"['white shorts', 'holding equipment', 'white attire', 'holding props', 'wearing white']"
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[white]|[hold],hard,entailment,"['white truck', 'hold tools', 'white hat', 'hold equipment', 'white building']"
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[white]|[hold],hard,neutral,"['white truck', 'holding tools', 'white hat', 'holding equipment', 'white jacket']"
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[white]|[hold],orange,entailment,"['white truck', 'holding tools', 'white hard hat', 'holding equipment', 'white pylons']"
